Fecha instalacion,Hora,Código grabadora (Gxxx),Punto de muestreo (ANH),Latitud/Longitud (grados decimales),Elevación,Presión sonora 1,Presión sonora 2,Presión sonora 3,Presión sonora 4,foto del hábitat,Localidad,latitud,longitud,Fecha recogida,Estado del Audiomoth,Descripción de la Estación de Muestreo: cambios significativos en el sitio,parentEven,Cobertura,eventDate
2021-11-07,08:16:00,G049,ANH 254,"7.2556961,-73.8404997",88.36,46.2,38.9,38.6,47.5,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 08.18.10.jpg,"plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 254",7.2556961,-73.8404997,2021-12-01,Buena,"Buena, sin membrana",ANH_254,Palma,2021-11-07/2021-12-01
2021-11-05,12:42:00,G050,ANH 89,"7.273865,-73.7568817",103.0,41.5,55.9,57.4,35.7,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 12.42.46.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 12.43.40.jpg","plataforma Caracterización, vereda PUENTE SOGAMOSO, predio EL NARANJO, ANH 89",7.273865,-73.7568817,2021-11-25,Apagamos el equipo. membrana perforada.,,ANH_89,Palma,2021-11-05/2021-11-25
2021-11-07,11:13:00,G051,ANH 209,"7.3730233,-73.8280602",86.0,47.2,58.3,48.4,67.4,,"plataforma Kale, vereda CENTRO, predio LAS PAMPAS, ANH 209",7.3730233,-73.8280602,2021-11-27,sin membrana del micrófono. Apagamos equipo,sin cambios en la vegetación,ANH_209,Palma,2021-11-07/2021-11-27
2021-11-07,10:06:00,G052,ANH 241,"7.3818697,-73.8143995",80.0,48.3,57.2,48.4,55.5,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 10.09.17.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 10.10.58.jpg","plataforma Kale, vereda CENTRO, predio ZONA NORTE, ANH 241",7.3818697,-73.8143995,2021-11-27,membrana perforada. Apagamos equipo,crecimiento de la vegetación alrededor,ANH_241,Bosque Ripario,2021-11-07/2021-11-27
2021-11-09,11:32:00,G053,ANH 145,"7.2379957,-73.9116395",80.0,59.4,40.5,45.2,48.7,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 11.33.04.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 11.34.23.jpg","plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 145",7.2379957,-73.9116395,2021-12-01,"Buena, sin membrana",Sin cambios significativos,ANH_145,Palma,2021-11-09/2021-12-01
2021-11-08,10:23:00,G054,ANH 243,"7.379235,-73.784685",69.0,50.9,35.4,44.2,37.1,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 10.24.21.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 10.25.44.jpg","plataforma Kale, vereda SAN CLAVER, predio VILLA HEREDIA, ANH 243",7.379235,-73.784685,2021-11-27,"Buena, sin membrana",Rastro de crecida del río,ANH_243,Bosque Ripario,2021-11-08/2021-11-27
2021-11-04,14:02:00,G055,ANH 279,"7.2696589,-73.8151002",104.0,46.9,60.0,37.4,44.8,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 14.05.50.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 14.06.06.jpg","plataforma Platero, vereda CENTRO, predio LA ANACONDA, ANH 279",7.2696589,-73.8151002,2021-11-24,Apagamos equipo. sin membrana del micrófono.,crecimiento de cuzu,ANH_279,Herbazales,2021-11-04/2021-11-24
2021-11-10,12:39:00,G056,ANH 217,"7.3549238,-73.7251599",81.46,35.8,46.5,43.1,50.2,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 12.43.54.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 12.44.07.jpg","plataforma Caracterización, vereda  CAYUMBA, predio LA ESMERALDA, ANH 217",7.3549238,-73.7251599,2021-11-30,"Buena, sin membrana",Sin cambios significativos,ANH_217,Palma,2021-11-10/2021-11-30
2021-11-07,12:23:00,G057,ANH 238,"7.3484295,-73.8205099",100.0,50.2,53.0,48.9,59.4,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 12.25.27.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 12.25.39.jpg","plataforma Kale, vereda CENTRO, predio EL DIAMANTE, ANH 238",7.3484295,-73.8205099,2021-11-27,Buena. Apagamos el equipo,desde instalación de audiomoth tala de palmas y algunos arboles,ANH_238,Bosque Ripario,2021-11-07/2021-11-27
2021-11-08,13:35:00,G058,ANH 395,"7.3254746,-73.8015383",89.0,51.7,53.7,59.7,45.8,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 13.36.05.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 13.36.18.jpg","plataforma Kale, vereda SAN CLAVER, predio LA VICTORIA, ANH 395",7.3254746,-73.8015383,2021-11-27,Buena,Sin cambios,ANH_395,Bosque Ripario,2021-11-08/2021-11-27
2021-11-11,11:32:00,G059,ANH 291,"7.4008217,-73.8657217",75.0,61.9,57.1,47.9,52.7,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 11.32.58.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 11.34.12.jpg","plataforma Kale, vereda CENTRO, predio LA ESMERALDA LO 1, ANH 291",7.4008217,-73.8657217,2021-11-29,"Buena, sin membrana",Sin cambios significativos,ANH_291,Bosque Ripario,2021-11-11/2021-11-29
2021-11-04,10:27:00,G060,ANH 350,"7.2098049,-73.8757052",77.0,63.2,52.7,51.3,65.4,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 10.33.35.jpg,"plataforma Platero, vereda EL PEDRAL, predio LA FLOR, ANH 350",7.2098049,-73.8757052,2021-11-24,Apagamos equipo. Sin membrana del micrófono.,sin cambios en la vegetación ,ANH_350,Palma,2021-11-04/2021-11-24
2021-11-08,12:35:00,G061,ANH 213,"7.3542055,-73.7885538",95.0,57.3,36.6,54.4,50.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 12.36.39.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 12.39.00.jpg","plataforma Kale, vereda SAN CLAVER, predio BELLA MARGARITA, ANH 213",7.3542055,-73.7885538,2021-11-27,"Buena, sin membrana",Sin cambios significativos,ANH_213,Palma,2021-11-08/2021-11-27
2021-11-08,14:32:00,G062,ANH 230,"7.3090722,-73.8597634",73.56,51.6,59.4,46.8,48.1,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 14.35.03.jpg,"plataforma Platero, vereda CENTRO, predio SAN FRANCISCO GLOBO 1, ANH 230",7.3090722,-73.8597634,2021-11-28,Buena,Sin cambios,ANH_230,Bosque Ripario,2021-11-08/2021-11-28
2021-11-09,09:32:00,G063,ANH 85,"7.2769297,-73.9039729",72.0,49.8,61.4,51.7,53.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 09.32.12.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 09.33.51.jpg","plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 85",7.2769297,-73.9039729,2021-12-01,"Buena, sin membrana",Sin cambios significativos,ANH_85,Herbazales,2021-11-09/2021-12-01
2021-11-05,10:08:00,G064,ANH 360,"7.3199338,-73.7108216",102.6,47.1,38.0,37.6,38.0,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 10.11.47.jpg,"plataforma Caracterización, vereda  CAYUMBA, predio EL LIMON, ANH 360",7.3199338,-73.7108216,2021-11-25,Buena,Sin cambios significativos,ANH_360,Bosque Ripario,2021-11-05/2021-11-25
2021-11-10,09:39:00,G065,ANH 284,"7.3424897,-73.7065249",79.07,54.1,45.3,42.8,47.3,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 09.40.44.jpg,"plataforma Caracterización, vereda  CAYUMBA, predio LA ESPERANZA, ANH 284",7.3424897,-73.7065249,2021-11-30,"Buena, sin membrana",Rastro de creciente,ANH_284,Bosque Ripario,2021-11-10/2021-11-30
2021-11-07,10:43:00,G066,ANH 235,"7.268852,-73.8270138",102.75,32.9,42.3,41.0,43.8,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 10.45.14.jpg,"plataforma Platero, vereda CENTRO, predio EL TESORO, ANH 235",7.268852,-73.8270138,2021-12-01,Buena,Sin combios significativos,ANH_235,Bosque Ripario,2021-11-07/2021-12-01
2021-11-09,10:30:00,G067,ANH 280,"7.2567021,-73.9143864",79.0,54.7,61.2,57.5,55.1,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.31.56.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.32.17.jpg","plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 280",7.2567021,-73.9143864,2021-12-01,"Buena, sin membrana",Sin cambios significativos,ANH_280,Herbazales,2021-11-09/2021-12-01
2021-11-10,11:32:00,G068,ANH 95,"7.3720378,-73.7242716",108.4,45.6,50.2,51.8,48.9,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 11.33.47.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 11.33.53.jpg","plataforma Caracterización, vereda  CAYUMBA, predio BELLA VISTA, ANH 95",7.3720378,-73.7242716,2021-11-30,"Buena, pero se encontró en el suelo",Sin cambios significativos,ANH_95,Palma,2021-11-10/2021-11-30
2021-11-10,10:20:00,G069,ANH 312,"7.3442255,-73.7554831",75.0,40.4,43.4,58.6,46.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 10.19.49.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 10.24.25.jpg","plataforma Caracterización, vereda SAN CLAVER, predio LA ESMERALDA, ANH 312",7.3442255,-73.7554831,2021-11-30,"Buena, sin membrana",sin cambios significativos,ANH_312,Bosque Ripario,2021-11-10/2021-11-30
2021-11-09,10:01:00,G070,ANH 223,"7.2635864,-73.9042351",72.0,47.1,53.5,51.9,53.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.02.09.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.03.08.jpg","plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 223",7.2635864,-73.9042351,2021-12-01,"Buena, sin membrana",Sin cambios significativos,ANH_223,Palma,2021-11-09/2021-12-01
2021-11-11,08:29:00,G071,ANH 353,"7.3432,-73.8781563",70.96,51.9,50.1,51.9,55.5,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 08.32.09.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 08.32.18.jpg","plataforma Platero, vereda CENTRO, predio LOS NARANJOS, ANH 353",7.3432,-73.8781563,2021-11-29,"Buena, sin membrana",Bajó el nivel del agua,ANH_353,Palma,2021-11-11/2021-11-29
2021-11-07,10:59:00,G072,ANH 183,"7.2696436,-73.8487833",85.6,51.5,43.1,39.8,42.9,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 11.00.37.jpg,"plataforma Platero, vereda CENTRO, predio VILLA RICA I, ANH 183",7.2696436,-73.8487833,2021-12-01,Buena,sin cambios significativos,ANH_183,Bosque Ripario,2021-11-07/2021-12-01
2021-11-06,09:09:00,G074,ANH 361,"7.4289474,-73.8182898",92.0,44.0,51.2,46.4,40.4,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 09.11.13.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 09.11.30.jpg","plataforma Kale, vereda CENTRO, predio BELLAVISTA, ANH 361",7.4289474,-73.8182898,2021-11-26,"Buena, sin membrana",Sin cambios en la vegetación,ANH_361,Bosque Ripario,2021-11-06/2021-11-26
2021-11-11,15:25:00,G075,ANH 12,"7.3966495,-73.8397091",60.0,51.0,65.1,47.3,46.5,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 15.24.20.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 15.26.00.jpg","plataforma Kale, vereda CENTRO, predio SAN FERNANDO, ANH 12",7.3966495,-73.8397091,2021-11-29,Buena,Sin cambios significativos,ANH_12,Palma,2021-11-11/2021-11-29
2021-11-04,15:22:00,G076,ANH 69,"7.2829984,-73.7966718",102.0,50.2,37.4,50.4,46.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 15.22.13.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 15.22.31.jpg","plataforma Platero, vereda PUENTE SOGAMOSO, predio LA PORFIA 1 Y LA PORFIA 2, ANH 69",7.2829984,-73.7966718,2021-11-24,Apagamos equipo,"crecimiento de arbences, palma en fruto",ANH_69,Palma,2021-11-04/2021-11-24
2021-11-08,10:46:00,G077,ANH 231,"7.3078806,-73.8350797",91.66,35.1,36.0,47.2,40.0,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 10.47.54.jpg,"plataforma Platero, vereda CENTRO, predio SOTARA, ANH PASTOS LIMPIOS",7.3078806,-73.8350797,2021-11-28,"Buena, sin membrana",Sin cambios significativos,ANH_231,Bosque Ripario,2021-11-08/2021-11-28
2021-11-10,08:44:00,G078,ANH 214,"7.3505071,-73.7383878",90.0,59.1,49.5,52.4,48.2,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 08.45.00.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 08.46.20.jpg","plataforma Caracterización, vereda COMUNEROS, predio LA RESERVA, ANH 214",7.3505071,-73.7383878,2021-11-30,Buena,Sin cambios significativos,ANH_214,Palma,2021-11-10/2021-11-30
2021-11-06,15:58:00,G079,ANH 31,"7.423174,-73.7765206",59.9,50.5,48.4,49.6,57.2,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 16.01.36.jpg,"plataforma Caracterización, vereda CENTRO, predio Sin Informacion, ANH 31",7.423174,-73.7765206,2021-11-26,"Buena, sin membrana",Bajó el nivel del agua,ANH_31,Herbazales,2021-11-06/2021-11-26
2021-11-08,09:40:00,G080,ANH 242,"7.391777,-73.7726144",81.0,57.8,56.1,48.0,43.5,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 09.39.30.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 09.41.20.jpg","plataforma Kale, vereda SAN CLAVER, predio ALTAMIRA, ANH 242",7.391777,-73.7726144,2021-11-27,Buena,Sin cambios en la vegetación,ANH_242,Bosque Ripario,2021-11-08/2021-11-27
2021-11-09,12:55:00,G081,ANH 324,"7.3653613,-73.8771618",66.84,65.3,53.7,39.8,42.5,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 12.57.03.jpg,"plataforma Kale, vereda CENTRO, predio LA COLORADA, ANH 324",7.3653613,-73.8771618,2021-11-29,Buena,Sin cambios significativos,ANH_324,Herbazales,2021-11-09/2021-11-29
2021-11-04,16:08:00,G082,ANH 317,"7.3046226,-73.8271093",95.0,57.1,52.3,48.6,45.4,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 16.10.01.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 16.10.22.jpg","plataforma Platero, vereda CENTRO, predio GUALANDAY, ANH 317",7.3046226,-73.8271093,2021-11-24,Buena. Apagamos equipo,sin cambios,ANH_317,Bosque Ripario,2021-11-04/2021-11-24
2021-11-08,11:11:00,G083,ANH 88,"7.3685783,-73.7984763",86.0,54.9,43.8,41.0,45.1,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 11.12.33.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 11.14.02.jpg","plataforma Kale, vereda CENTRO, predio ZONA NORTE, ANH 88",7.3685783,-73.7984763,2021-11-27,Buena,Sin cambios en la vegetación,ANH_88,Bosque Ripario,2021-11-08/2021-11-27
2021-11-10,10:02:00,G084,ANH 364,"7.3514712,-73.7026461",90.84,33.3,54.4,40.6,41.0,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 10.05.09.jpg,"plataforma Caracterización, vereda  CAYUMBA, predio EL JORDAN, ANH 364",7.3514712,-73.7026461,2021-11-30,Buena ,Sin cambios significativos,ANH_364,Palma,2021-11-10/2021-11-30
2021-11-05,09:59:00,G085,ANH 250,"7.3064764,-73.7918733",96.0,61.2,67.2,47.9,50.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 10.01.03.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 10.01.44.jpg","plataforma Platero, vereda SAN CLAVER, predio EL PARAISO, ANH 250",7.3064764,-73.7918733,2021-11-25,Apagamos equipo. Buena.,sin cambios significativos en la vegetación. Pero a 10 metros tala selectiva y plateo.,ANH_250,Bosque Ripario,2021-11-05/2021-11-25
2021-11-08,11:24:00,G086,ANH 225,"7.2953503,-73.8430047",92.11,36.4,36.2,54.3,50.8,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 11.26.51.jpg,"plataforma Platero, vereda CENTRO, predio EL DANUBIO PONDEROSA, ANH 225",7.2953503,-73.8430047,2021-11-28,"Buena, sin membrana",sin cambios significativos,ANH_225,Palma,2021-11-08/2021-11-28
2021-11-06,16:32:00,G087,ANH 274,"7.4111543,-73.791589",82.7,42.2,42.6,39.1,50.5,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 16.34.50.jpg,"plataforma Kale, vereda CENTRO, predio SANTA CRUZ, ANH 274",7.4111543,-73.791589,2021-11-26,"Buena, sin membrana",Sin cambios significativos,ANH_274,Bosque Ripario,2021-11-06/2021-11-26
2021-11-08,12:18:00,G088,ANH 210,"7.3507899,-73.8004052",93.0,49.9,37.9,37.6,60.6,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 12.19.10.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 12.20.38.jpg","plataforma Kale, vereda CENTRO, predio EL DIVISO, ANH 210",7.3507899,-73.8004052,2021-11-27,"Buena, sin membrana",Sin cambios significativos,ANH_210,Palma,2021-11-08/2021-11-27
2021-11-04,12:13:00,G089,ANH 336,"7.2386115,-73.8236072",102.0,45.4,50.9,51.6,47.5,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 12.14.03.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-04 12.16.59.jpg","plataforma Platero, vereda PUENTE SOGAMOSO, predio LOS CAMBULOS, ANH 336",7.2386115,-73.8236072,2021-11-24,Apagamos el equipo. sin membrana del micrófono.,Fabián encontró la sim que perdió hace 20 días.,ANH_336,Bosque Ripario,2021-11-04/2021-11-24
2021-11-09,12:24:00,G090,ANH 334,"7.2197861,-73.8887685",74.0,59.4,52.3,51.9,57.9,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 12.24.16.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 12.26.16.jpg","plataforma Platero, vereda EL PEDRAL, predio PALMAS BUCARELIA, ANH 334",7.2197861,-73.8887685,2021-12-01,"Buena, sin membrana",Sin cambios significativos,ANH_334,Bosque Ripario,2021-11-09/2021-12-01
2021-11-05,13:10:00,G091,ANH 252,"7.2926688,-73.7633123",113.0,54.4,51.0,60.7,53.3,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 13.10.53.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 13.13.22.jpg","plataforma Caracterización, vereda SAN CLAVER, predio LAS DELICIAS, ANH 252",7.2926688,-73.7633123,2021-11-25,Apagamos el equipo. sin membrana del micrófono.,crecimiento de la vegetación normal,ANH_252,Bosque Denso,2021-11-05/2021-11-25
2021-11-09,16:15:00,G092,ANH 283,"7.4154091,-73.8430333",58.34,45.9,38.5,45.6,45.7,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 16.16.12.jpg,"plataforma Kale, vereda CENTRO, predio LA VIKINGA, ANH 283",7.4154091,-73.8430333,2021-11-29,"Buena, membrana agujereada",Sin cambios significativos,ANH_283,Herbazales,2021-11-09/2021-11-29
2021-11-05,11:16:00,G093,ANH 189,"7.3047131,-73.7039985",113.2,49.8,42.0,49.7,45.9,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-05 11.19.47.jpg,"plataforma Caracterización, vereda  CAYUMBA, predio SOGAMOSITO, ANH 189",7.3047131,-73.7039985,2021-11-25,Buena,Sin cambios significativos,ANH_189,Bosque Denso,2021-11-05/2021-11-25
2021-11-06,14:13:00,G094,ANH 388,"7.4446593,-73.7995817",76.0,48.5,59.4,44.6,42.6,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 14.15.06.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-06 14.15.25.jpg","plataforma Kale, vereda CENTRO, predio LA ESMERALDA, ANH 388",7.4446593,-73.7995817,2021-11-26,Apagamos el equipo. Buena.,crecimiento de arbences,ANH_388,Palma,2021-11-06/2021-11-26
2021-11-08,16:42:00,G095,ANH 253,"7.3333142,-73.8343681",84.43,35.6,42.8,40.4,37.7,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-08 16.43.16.jpg,"plataforma Kale, vereda CENTRO, predio EL RODEO DOS, ANH 253",7.3333142,-73.8343681,2021-11-27,"Buena, sin membrana",Sin cambios significativos,ANH_253,Bosque Ripario,2021-11-08/2021-11-27
2021-11-11,15:04:00,G096,ANH 106,"7.3847662,-73.8457113",62.0,48.5,51.6,49.1,54.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 15.01.32.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-11 15.04.27.jpg","plataforma Kale, vereda CENTRO, predio LA GRANJA, ANH 106",7.3847662,-73.8457113,2021-11-29,Buena,Sin cambios significativos,ANH_106,Bosque Ripario,2021-11-11/2021-11-29
2021-11-07,10:12:00,G097,ANH 234,"7.2636443,-73.8541139",76.26,54.0,42.8,47.5,43.6,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 10.15.27.jpg,"plataforma Platero, vereda CENTRO, predio PALMAS BUCARELIA, ANH 234",7.2636443,-73.8541139,2021-12-01,Buena,subió el nivel del agua,ANH_234,Bosque Ripario,2021-11-07/2021-12-01
2021-11-10,09:12:00,G098,ANH 77,"7.3649844,-73.7479827",86.0,51.4,38.8,42.0,43.2,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 09.08.45.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-10 09.12.09.jpg","plataforma Caracterización, vereda COMUNEROS, predio EL REFLEJO, ANH 77",7.3649844,-73.7479827,2021-11-30,"Buena, sin membrana",sin cambios significativos,ANH_77,Bosque Ripario,2021-11-10/2021-11-30
2021-11-09,10:04:00,G099,ANH 121,"7.3707261,-73.8883986",68.98,53.2,56.8,52.5,55.0,"file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.05.44.jpg, file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-09 10.05.55.jpg","plataforma Kale, vereda CENTRO, predio VILLA MARQUEZA, ANH 121",7.3707261,-73.8883986,2021-11-29,Buena,Sin cambios significativos,ANH_121,Herbazales,2021-11-09/2021-11-29
2021-11-07,12:11:00,G100,ANH 159,"7.2780736,-73.8266256",103.51,47.5,50.4,49.8,45.6,file:///data/user/0/com.luckydroid.droidbase/files/files/1405084042/2021-11-07 12.14.13.jpg,"plataforma Platero, vereda CENTRO, predio EL CAPRICHO, ANH 159",7.2780736,-73.8266256,2021-12-01,"Buena, sin membrana",Caída de árboles cerca,ANH_159,Bosque Ripario,2021-11-07/2021-12-01
