sensor_name,ID_MUEST_PT,TASA_MUEST,RES_BITS,MICROFONO,REF_GRAB,FECHA_INI,FECHA_FIN,HORA_INI,HORA_FIN,NUM_GRAB,TASA_GRAB,ESTACIONAL,ALTURA,GEOFONIA,ANTROPOFONIA,BIOFONIA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,BIO_Q25,BIO_Q50,BIO_Q75,AEI_Q25,AEI_Q50,AEI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,ASU
G068,ANH_106,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-25,2022-04-13,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,50.0,25.0,50.0,299.778979815076,300.1391499544385,300.5278006970689,3.048980551090901,3.052352886233896,3.0646998589029404,-0.676310720073089,-0.5736812063296954,-0.06452261016369712,6.890006584020293,12.94837232476658,16.234109723403936,0.6241135358382077,0.6477629270256983,0.751631100113075,0.0,1.0,1.0,0.0,0.0,0.0,0.628522297958285,0.6525344940868372,0.7613183958027532,0.9924597425687339,0.993084959286926,0.9939013744801635,0.014322916666666666
G069,ANH_225,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-24,2022-04-12,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,33.333,100.0,303.9151717446924,308.5127772117181,317.417867537373,3.030949475477117,3.0439646132786633,3.0548251678556917,0.674144691937619,0.9365434290162318,0.9755800387367995,23.32183361720991,44.66779382846033,71.69311014796142,0.5560463534401302,0.6760015620815949,0.7948116336719504,6.0,18.0,39.0,0.020877309831418625,0.06181882862779335,0.13732030274186086,0.5679094245473977,0.713587691936278,0.8245853400957353,0.9569137820680501,0.9861163731420443,0.9912979935387662,0.7151692708333334
G070,ANH_160,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,16.667,100.0,305.871486156727,312.8249614364142,318.1151663513732,3.0038185451385617,3.0365309468314137,3.0619136831268463,0.12545669826609698,0.44063111800412075,0.8963563597283369,20.026017238864547,44.2871899060336,56.99959471407833,0.6107929755243853,0.7320578519062968,0.7792337287552513,12.0,22.0,34.0,0.00743699943273045,0.0192967781014739,0.05575433296884735,0.6750307079808351,0.7843078242618473,0.819547318119118,0.8915496601858675,0.9572031239939036,0.9767236815889876,0.5305989583333334
G071,ANH_183,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,33.333,100.0,304.2407833830997,308.5669466683589,314.56547332822424,3.0156050764325633,3.0370411253694445,3.056967590507839,0.5219189257010314,0.7276413169227869,0.8858751166564496,14.55369085114336,37.25326072142143,49.76054135521481,0.6186517055653062,0.6973811588200515,0.7725704391617737,6.0,16.0,30.0,0.0017789449486354,0.0146026010487056,0.02837177917220605,0.670130837653835,0.7529581806975463,0.8407448998234439,0.911426593442245,0.9566419279852492,0.9760980621093013,0.2890625
G072,ANH_189,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-22,2022-04-10,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,83.333,304.07172850620185,308.6637783854036,317.9110227932689,3.0274853356163733,3.0431891861150615,3.0578926394591983,0.293744751677866,0.469663011813481,0.7386375303850178,10.31641941221623,20.015833408367385,48.112666675396056,0.615741585904227,0.6879248547041815,0.8023874879886927,2.0,13.0,24.0,0.00012914340555745,0.011234383699698501,0.03303448981143745,0.6588702165633264,0.7596528298131353,0.8924355456939274,0.9004783851596841,0.9536229024740472,0.9802650155983736,0.22200520833333334
G074,ANH_213,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-01,2022-04-20,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,16.667,100.0,310.3633994162639,318.8386706501711,332.03514734605073,3.041600337619464,3.061594278920187,3.0733335664962245,0.8625154889385338,0.9641777253461727,0.9901106836826458,27.00570151421272,39.589203755798714,49.59480499940081,0.7241119516331067,0.7771952453834235,0.810931167301176,13.0,35.0,56.25,0.027243358620092823,0.1017164928584352,0.43069216495043594,0.7632896089345464,0.8066543405945085,0.8416312242571204,0.9448640386541811,0.9727900482152361,0.9886131473179418,0.7822265625
G075,ANH_088,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-01,2022-04-20,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,83.333,302.15716753545325,305.4073598314303,310.74786426036945,3.0263421816379155,3.0367031319422964,3.0524710980727487,0.8852504315041166,0.9596611573309213,0.9851900566817244,46.64878749834435,80.42221841281979,93.05236246534412,0.7193747214641988,0.7531182352579446,0.7890909664903507,15.75,31.0,46.0,0.03844693145653653,0.0982875278499611,0.21333223200885953,0.743225710469176,0.7731018114155015,0.8180637628806804,0.9623514920041585,0.980280562774497,0.9884258771784842,0.4856770833333333
G076,ANH_240,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,83.333,306.3441477074104,308.95405668004906,313.7892827646649,3.0278782575216256,3.045531516207195,3.063878246815281,0.46002124466151234,0.6506865753640881,0.7901318572004531,18.052354707215365,33.52165275582523,79.37845744949381,0.6845539557368392,0.7412092391969435,0.8048887660358806,6.0,19.0,36.0,0.0010497545182709999,0.0291295952982185,0.07972955491632117,0.7192582914102729,0.7892147149761148,0.8838494908522785,0.9127767694719463,0.96558641674403,0.9836003519173085,0.4108072916666667
G077,ANH_166,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-25,2022-04-13,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,305.21382480680154,312.9873961164387,320.74340665725504,2.942722337980097,3.0322119722474428,3.043038194792487,0.5188721279715595,0.8878549315444138,0.9590678254098347,37.00364100943327,52.30246899786399,61.01700391755334,0.6129290510943453,0.6720264582323621,0.7624610133354168,13.0,20.0,35.0,0.027164255552729374,0.0782788221422159,0.12155409994257373,0.6251680524425645,0.6880462740222768,0.7779138940940447,0.9629704015947367,0.9904155639682792,0.9934701349632211,0.5641276041666666
G078,ANH_279,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,83.333,302.1010397233223,312.3185023001033,338.3975048596398,3.0473418436393254,3.06386717853713,3.0755048981047235,0.4691365535767281,0.7924339168093559,0.9444524458691517,7.290780355011508,19.72943407722245,41.879092732825,0.6568280484763536,0.7668252312763729,0.8254102972545205,1.0,4.0,26.0,8.740670426903084e-07,0.0013679149218102501,0.0348298235171234,0.744994966275274,0.816122069202544,0.8805101861234553,0.9187825860381615,0.9700746883593263,0.9873769069920636,0.404296875
G079,ANH_227,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,83.333,303.3472438012475,306.16341001882324,313.142297866262,3.046652116661879,3.0573597146752114,3.0712413523631477,0.8640523548954215,0.9743851425980273,0.9964488218621437,14.889090666943005,31.34087025415291,68.46739750084458,0.7750441645624002,0.8002073844789347,0.8314731216285804,5.0,18.0,45.0,0.002343592258213375,0.0337520988534862,0.4166161892949513,0.7976732117246155,0.8217941399731579,0.8539298725169024,0.9573894075329804,0.9785627724948962,0.9893375541071391,0.5823567708333334
G080,ANH_253,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,310.1123970120086,316.6285233785919,324.0203966696663,3.009386630643101,3.0335481322888356,3.0548240464699687,0.8700385150754731,0.9470678674049229,0.9740291155561486,26.9183730359657,42.387871326683275,67.05190656555351,0.6659742474683066,0.7343680155877955,0.7755751133765278,13.0,33.0,50.0,0.01002380084557245,0.0593976629195412,0.10349259708918188,0.7272191353493953,0.782213761855401,0.8270367450201339,0.9083958129631771,0.9406413803443043,0.9677596563987722,0.6009114583333334
G081,ANH_212,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-28,2022-04-16,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,307.03417665950565,314.5686238853416,327.6500105476205,3.050299032093522,3.0648878410750378,3.075717058183308,0.9282799821177472,0.984328939712142,0.994142233863942,27.415858733236607,47.34711406394619,60.39862741963584,0.6816005758222405,0.7821623196228691,0.820960006482443,9.0,32.0,58.0,0.027072697030007548,0.0950220133784701,0.4230189488994185,0.7157266962347215,0.832460753020118,0.8568875502949953,0.9384950404748228,0.9678216152381679,0.9888788800711719,0.7718098958333334
G028,ANH_031,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-28,2022-04-16,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,50.0,100.0,301.20457766987704,304.7206555156671,311.95092241736734,3.03385954095792,3.044856796828176,3.0576608306538398,0.7149441751245633,0.8966096274446118,0.9592388112825958,35.13243524572964,53.366846996772985,79.59025577656513,0.6507745368169191,0.6972832869237082,0.7348368330743607,11.0,17.0,25.0,0.022103625892313176,0.0547021747662089,0.0827750230098149,0.6687289955705442,0.7181383711736073,0.7590332512898067,0.9691434427690541,0.9878788812659596,0.9927037910251733,0.4501953125
G082,ANH_283,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-25,2022-04-13,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,83.333,310.86914163308836,318.6649778084918,329.35108087253803,3.0224813109346833,3.0346960026688343,3.0447165312310167,0.5023971828322085,0.7846682290369468,0.901928499794828,14.828166935022702,34.937577337306905,50.507749194608714,0.5871042910307946,0.6562196394743312,0.7229545705045719,5.0,10.0,16.0,0.0007838196205324751,0.01209927303844055,0.028873930688231627,0.6196436799783296,0.6933139602630525,0.788186400713394,0.9147005306582204,0.9668882590292593,0.9847364873061231,0.2955729166666667
G083,ANH_336,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,33.333,66.667,304.4451440316946,310.543254697185,315.53736468639636,3.0299397161163415,3.042829708442027,3.061612096910787,0.4830087807327069,0.687893490666676,0.8460284925902177,28.90344071237262,46.97533048739713,65.51601172617393,0.7195398265325632,0.7669877000830084,0.8141102630760008,10.0,33.0,49.0,0.00725737865545755,0.0413582302589773,0.09218894357635017,0.7668414892665111,0.8133207038408685,0.8631956463297784,0.9236220088029627,0.9613643425200299,0.9797142361292017,0.474609375
G084,ANH_101,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-31,2022-04-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,100.0,308.56046076462,313.1498047078974,321.42998516936234,3.031746367122602,3.048819671375049,3.0682770336785223,0.2584449042526415,0.4755511947564429,0.6568090010439874,11.26503058193407,31.618748456900207,62.180219003466796,0.6066787379220612,0.7027506270988422,0.770890750877292,7.0,26.0,51.0,0.001633412786027475,0.028201773132402748,0.05506163483751528,0.6639912220168159,0.777678259701851,0.8622883561839748,0.8901436890687574,0.9424932414571097,0.970824378027763,0.5227864583333334
G086,ANH_363,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-26,2022-04-14,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,83.333,307.9602585579821,311.9244170404005,316.9177984540179,3.0190839680421635,3.035655074914054,3.0457776283790237,0.3746679872901013,0.6192175745387993,0.8546765367636896,11.805411342084355,23.235849791042202,60.699229533803376,0.6712284934362349,0.7402723346135622,0.8127733462653144,2.0,9.0,28.0,6.905129637253437e-05,0.00559796237491,0.030855659190771226,0.7031407774048127,0.7862737931194335,0.8777994635669215,0.9150086393725835,0.9558649510403515,0.9764134271201083,0.2770182291666667
G087,ANH_233,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-01,2022-04-20,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,306.16782169412403,311.22398548587336,319.0235043761726,3.012101797256653,3.0306262026986666,3.0442018508023763,0.493204530145955,0.8483188571658257,0.9440083392004882,14.361979810717234,37.97289023984571,56.05696856299344,0.6055318675651434,0.6856116734401114,0.770463793316854,6.0,18.0,36.0,0.001151364811983775,0.022763327992783647,0.0432829258869813,0.6357359203970809,0.7584914388811743,0.8341249692299504,0.908407408996704,0.9557156957015329,0.9752486721414126,0.22037760416666666
G088,ANH_095,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-19,2022-04-07,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,16.667,100.0,307.1576068102923,310.99791442402267,317.6488762932751,3.010251691017836,3.0296506256395164,3.041344718816209,0.3051959032640177,0.5688072187662434,0.7571119086749184,12.815835159699652,29.615369881314784,50.585939731985974,0.5882274790293879,0.679660523353568,0.7552846220056193,4.0,10.0,15.0,0.00022157599532195,0.0101085853487134,0.0239173150058955,0.6275868880741577,0.7159160049413766,0.799667491111316,0.922882994766861,0.9643015035445518,0.9813018794877462,0.2649739583333333
G089,ANH_197,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-25,2022-04-13,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,83.333,300.29477924150234,302.9910416034097,309.22410952914527,2.990232870140769,3.0203902996939807,3.0323684285953956,0.7192136800641219,0.8793522429936278,0.9776475617998925,31.749150340390337,42.07522945793521,56.43071269030364,0.5251808079824528,0.618828195409848,0.6981763733426828,8.0,13.0,21.0,0.028666776799114026,0.0418957814902318,0.06275692108136076,0.5376103294257654,0.6433291090862588,0.715622294649895,0.9691784620899183,0.9828475558335338,0.9889106647493665,0.4908854166666667
G090,ANH_231,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-24,2022-04-12,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,66.667,305.4244914401189,311.1415407777202,319.34256926428213,3.029422782470958,3.042589336146433,3.061718532843839,0.21122214757920366,0.37223345347961606,0.6537640472634554,16.484207117774066,36.156209789237586,49.82085745570102,0.6048646221475805,0.7019492121969833,0.7926335979148453,9.0,19.0,34.0,0.00256757193790275,0.018055602900853653,0.03622199379936832,0.6765400702707827,0.7789547893653029,0.8865707647177209,0.8802764832457425,0.9483521881683319,0.9774272092937142,0.3733723958333333
G091,ANH_317,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,50.0,83.333,303.75163028615776,307.3355889413265,312.88768809837387,3.0338583175212226,3.045567709482712,3.059029368957943,0.3996097202972209,0.6230119902599158,0.9733795748216845,34.295160581151016,59.201924921122334,76.80887043388829,0.6912580061196607,0.754294811503651,0.7896261582284073,9.0,19.0,32.0,0.01017392186015445,0.0461690952619447,0.10932612053209705,0.7265848960406844,0.7855485731732712,0.8166094202753467,0.9470856075802428,0.9791668894674117,0.9901301269012915,0.478515625
G092,ANH_135,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,83.333,306.5519252186301,313.03835025654064,323.93167767311695,3.0317388298055565,3.0474974138824793,3.0599030992373084,0.4518345684577203,0.8019817254033925,0.9589309377226731,14.722953782667577,29.17260350382906,63.509398195710254,0.6309805938318784,0.7417711733988483,0.7930140205823892,6.0,20.0,50.0,0.000970432934146825,0.0125017809115994,0.17599339904569355,0.7674423829688156,0.8131089212664364,0.8553668637711569,0.8460274293211308,0.937438106460273,0.9713073570818429,0.580078125
G098,ANH_208,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,25.0,25.0,75.0,299.7569561197945,300.0633801281242,300.44458386631703,3.066954937366929,3.0859696015321756,3.0871087502782046,-0.0363642054699431,-0.0157651610542775,0.05305664044056602,4.22770331449678,5.320430738773139,8.19367848693171,0.7920623559563797,0.8723965207739552,0.8773195025588549,0.0,0.0,1.0,0.0,0.0,0.0,0.8115671791592993,0.876890276618658,0.8822741223804271,0.9898344792714535,0.996244789419755,0.9965471011152297,0.06608072916666667
G094,ANH_226,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,50.0,16.667,66.667,304.7461359173642,308.0882040460897,313.29331386987235,3.0437716504924257,3.0665047825819522,3.0814521407632953,0.6712693038653297,0.9481959826791924,0.9890054765717283,13.697512335397715,30.628442474018073,65.0513599030811,0.7059416048561138,0.7782055092017546,0.8080262947123746,11.0,28.0,56.0,0.00789260687873275,0.06242849039006985,0.2115961163453159,0.7677478737966759,0.8140255238501726,0.8353750807754023,0.9301973534707751,0.9625081080393942,0.9816985943596849,0.8707682291666666
G095,ANH_109,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,305.0044045208932,308.8651863099531,315.3733401839519,3.0368664064735578,3.0487843936028,3.0642068391812645,0.5693445355900523,0.7239595197304465,0.8360785509826065,36.54033260441669,47.55937746722967,58.001602801315435,0.7199725974677719,0.7615092901329691,0.7927469065307187,8.0,14.0,21.0,0.0052339134516295,0.0163738979107175,0.03518928358842975,0.7342127994249662,0.7764697334934078,0.809910634064109,0.9742538010925978,0.9877133721519036,0.9924522644518468,0.4684244791666667
G096,ANH_256,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-31,2022-04-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,303.799462321993,309.14207214196045,318.6288619788881,3.0472799287079715,3.0594784144918785,3.0703276949189973,0.8191532876400294,0.9443002978245025,0.9892141872806932,31.891675246403814,64.47002647815816,77.20475521338726,0.734076734417143,0.7855302578925764,0.8262553212982974,18.0,40.5,52.0,0.014276355525021425,0.0844431799607893,0.2979736066715789,0.79135495374525,0.8298545140382052,0.8677154694156107,0.9172310860457781,0.9616886353581159,0.9821010077355613,0.6770833333333334
G097,ANH_290,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-22,2022-04-10,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,50.0,100.0,298.27789410568397,302.59694728703306,310.6861361996555,2.989556374381856,3.0210058625065175,3.0393760160173326,0.4294694456220796,0.8324699364137705,0.9291605176905232,31.28564257978915,46.865149045755004,65.8079941257547,0.5943082938760551,0.6401673486379409,0.6964496586301252,12.0,20.0,33.0,0.03904326369641198,0.067214881515842,0.09321772048559665,0.6105667684511522,0.6584373555435497,0.7296414789934822,0.9525256363342431,0.9806454280622836,0.9896514756268362,0.4654947916666667
G099,ANH_229,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,83.333,304.03792792707327,307.07092932601057,311.7899141393875,3.027582426981926,3.0446822965103237,3.0576916295119476,0.5966814781922718,0.8553936282476519,0.9339940396636445,30.001518220751258,44.27728859473288,82.72044603005345,0.639734106884561,0.7096608104819273,0.7775629931763169,6.0,20.5,47.0,0.0029606835903527,0.0269090279762638,0.12114678470068008,0.6821003583937248,0.752682112384144,0.8115208759437451,0.9470271742446472,0.977421351356371,0.9860306511000645,0.48828125
G100,ANH_066,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-04-01,2022-04-20,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,301.7559821137742,304.80988134750004,311.5120429804476,3.065519783569601,3.0828073196664323,3.0880698985692523,0.45096073552353605,0.7409799043180716,0.8963958183821111,13.533233281632842,20.588619552681468,28.12217867162418,0.7700622886301663,0.8427462341551609,0.8808450837262426,0.0,1.0,6.0,0.0,2.4473877195328637e-05,0.001498150911171125,0.8038109656694412,0.8688185831433544,0.8998058316343829,0.9681907051286115,0.9860559854342017,0.9933213772851017,0.4423828125
