fname,ALTVOZ,ANIDOM,AVEVOC,FLUAGU,HERPET,HERRAM,INDETE,INSECT,LLUVIA,MAMIFE,MURCIE,PULSOS,SENSAT,SONIND,SONVIE,TRAMOT,VOZHUM
G051_20220324_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220328_080000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220330_173000.WAV,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
G051_20220330_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G051_20220406_173000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G051_20220419_050000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220330_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G053_20220404_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220406_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
G053_20220422_053000.WAV,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
G053_20220425_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G053_20220425_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220328_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220402_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220404_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220420_053000.WAV,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
G054_20220423_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G054_20220423_173000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G055_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G055_20220328_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G055_20220330_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G055_20220415_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G055_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G055_20220418_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G056_20220401_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G056_20220405_190000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G056_20220410_080000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G056_20220413_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G056_20220417_190000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G056_20220419_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G057_20220325_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G057_20220330_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G057_20220401_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G057_20220417_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G057_20220420_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G057_20220420_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G058_20220320_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G058_20220325_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G058_20220327_200000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G058_20220412_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G058_20220415_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G058_20220415_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G059_20220320_193000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
G059_20220325_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G059_20220327_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G059_20220412_053000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G059_20220415_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G059_20220415_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G060_20220324_190000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G060_20220329_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G060_20220331_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G060_20220413_183000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G060_20220416_053000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G060_20220419_173000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G061_20220401_180000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G061_20220405_203000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G061_20220408_183000.WAV,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
G061_20220423_200000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
G061_20220427_050000.WAV,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G061_20220427_080000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G062_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G062_20220328_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G062_20220330_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G062_20220415_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G062_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G062_20220418_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G063_20220327_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G063_20220401_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G063_20220403_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G063_20220419_053000.WAV,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
G063_20220422_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G063_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G064_20220326_193000.WAV,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
G064_20220331_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G064_20220402_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G064_20220418_053000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
G064_20220421_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G064_20220421_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G065_20220401_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G065_20220406_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G065_20220408_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G065_20220424_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G065_20220427_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
G065_20220427_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G066_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G066_20220328_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
G066_20220330_200000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G066_20220415_053000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G066_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G066_20220418_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G068_20220325_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G068_20220330_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G068_20220401_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G068_20220417_053000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G068_20220420_063000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G068_20220420_173000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G069_20220324_193000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G069_20220329_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G069_20220331_200000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G069_20220416_053000.WAV,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G069_20220419_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G069_20220419_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G070_20220320_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G070_20220325_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
G070_20220327_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G070_20220412_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G070_20220415_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G070_20220415_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G071_20220320_193000.WAV,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G071_20220325_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G071_20220327_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G071_20220412_053000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G071_20220415_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G071_20220415_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G072_20220322_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G072_20220327_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G072_20220329_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G072_20220414_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G072_20220417_063000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G072_20220417_173000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G074_20220401_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G074_20220406_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G074_20220408_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G074_20220424_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G074_20220427_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G074_20220427_173000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G075_20220408_060000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G075_20220410_190000.WAV,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
G075_20220414_073000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G075_20220414_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G075_20220416_073000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G075_20220419_203000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G076_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G076_20220327_080000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G076_20220329_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G076_20220329_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G076_20220405_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G076_20220418_050000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G077_20220325_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G077_20220329_080000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G077_20220331_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G077_20220331_200000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G077_20220407_173000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G077_20220420_050000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G078_20220327_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G078_20220401_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G078_20220403_200000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
G078_20220419_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G078_20220422_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
G078_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G079_20220327_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G079_20220401_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G079_20220403_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G079_20220419_053000.WAV,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
G079_20220422_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G079_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G080_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G080_20220328_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G080_20220330_20000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G080_20220415_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G080_20220418_063000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G080_20220418_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G081_20220328_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G081_20220402_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G081_20220404_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G081_20220420_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G081_20220423_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G081_20220423_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G082_20220325_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G082_20220330_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G082_20220401_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G082_20220417_053000.WAV,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G082_20220420_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G082_20220420_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G083_20220327_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G083_20220401_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G083_20220403_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G083_20220419_053000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G083_20220422_063000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G083_20220422_173000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G084_20220331_193000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G084_20220405_060000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G084_20220407_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G084_20220423_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G084_20220426_063000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G084_20220426_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G086_20220326_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G086_20220331_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G086_20220402_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G086_20220418_053000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G086_20220421_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G086_20220421_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G087_20220403_190000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G087_20220403_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
G087_20220412_203000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G087_20220415_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G087_20220417_083000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G087_20220417_183000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G088_20220319_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G088_20220324_060000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G088_20220326_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G088_20220411_053000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G088_20220414_063000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G088_20220414_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G089_20220325_193000.WAV,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
G089_20220330_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G089_20220401_200000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G089_20220417_053000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G089_20220420_063000.WAV,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G089_20220420_173000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G090_20220324_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G090_20220329_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G090_20220331_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G090_20220416_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G090_20220419_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G090_20220419_173000.WAV,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G091_20220327_183000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
G091_20220401_050000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G091_20220403_190000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G091_20220416_180000.WAV,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
G091_20220419_050000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G091_20220422_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G092_20220403_070000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G092_20220407_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G092_20220417_050000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
G092_20220417_070000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G092_20220419_080000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G092_20220420_180000.WAV,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
G094_20220330_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G094_20220404_060000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G094_20220406_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G094_20220422_053000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
G094_20220425_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G094_20220425_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G095_20220329_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G095_20220403_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G095_20220405_200000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G095_20220421_053000.WAV,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G095_20220424_063000.WAV,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G095_20220424_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G096_20220331_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G096_20220405_060000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G096_20220407_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G096_20220423_053000.WAV,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G096_20220426_063000.WAV,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G096_20220426_173000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G097_20220322_190000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G097_20220326_073000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G097_20220328_170000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G097_20220328_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G097_20220404_170000.WAV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G097_20220416_203000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G098_20220323_193000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G098_20220328_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G098_20220330_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G098_20220415_053000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G098_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G098_20220418_173000.WAV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G099_20220323_193000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G099_20220328_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G099_20220330_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
G099_20220415_053000.WAV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G099_20220418_063000.WAV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G099_20220418_173000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G100_20220401_193000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
G100_20220406_060000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G100_20220408_200000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G100_20220424_053000.WAV,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
G100_20220427_063000.WAV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G100_20220427_173000.WAV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
