"group","indval","pvalue","freq","tf_bin"
"Palma",0.499521743689001,0.001,120,"X2909"
"Palma",0.499490400142974,0.001,117,"X3018"
"Palma",0.499311523083024,0.001,119,"X2654"
"Palma",0.49925292945369,0.001,121,"X2764"
"Palma",0.498995310547551,0.002,117,"X2910"
"Palma",0.498970744323613,0.001,117,"X3031"
"Palma",0.498854651400669,0.001,119,"X3030"
"Palma",0.498248150252419,0.001,119,"X78"
"Palma",0.49797526772004,0.001,110,"X2757"
"Palma",0.497672767202854,0.001,106,"X474"
"Palma",0.496538356698029,0.001,114,"X2753"
"Palma",0.496507998297988,0.001,112,"X2884"
"Palma",0.496340574742402,0.001,103,"X324"
"Palma",0.496224751077486,0.001,114,"X3010"
"Palma",0.495963209832343,0.001,112,"X88"
"Palma",0.495510788284311,0.001,110,"X346"
"Palma",0.495462830279296,0.001,109,"X332"
"Palma",0.49511121712534,0.001,122,"X2655"
"Palma",0.494689677391298,0.001,122,"X3032"
"Palma",0.494319671110337,0.001,115,"X3020"
"Palma",0.494054950728673,0.001,117,"X2499"
"Palma",0.493706341246478,0.001,107,"X447"
"Palma",0.493617842027349,0.001,113,"X2911"
"Palma",0.493310431409326,0.001,118,"X91"
"Palma",0.492625068960562,0.001,120,"X3006"
"Palma",0.492609614639641,0.001,115,"X2762"
"Palma",0.492540868788389,0.001,108,"X347"
"Palma",0.492332869807809,0.001,122,"X2763"
"Palma",0.492324644718206,0.001,129,"X2626"
"Palma",0.49214384103911,0.001,108,"X224"
"Palma",0.492141863076628,0.001,99,"X326"
"Palma",0.491735347453633,0.001,104,"X342"
"Palma",0.491502078685495,0.001,127,"X2623"
"Palma",0.49095703468287,0.001,111,"X213"
"Palma",0.490865063422031,0.001,110,"X337"
"Palma",0.490759557324793,0.001,122,"X2760"
"Palma",0.490725268074692,0.001,105,"X73"
"Palma",0.489793343150411,0.001,116,"X2671"
"Palma",0.489746155420332,0.001,131,"X2778"
"Palma",0.489725428164523,0.001,120,"X2894"
"Palma",0.488818865623297,0.001,94,"X595"
"Palma",0.488592275334333,0.001,125,"X2633"
"Palma",0.48837303290829,0.001,118,"X87"
"Palma",0.488298911964341,0.001,124,"X2752"
"Palma",0.487989397805106,0.001,102,"X457"
"Palma",0.487692745543042,0.001,98,"X603"
"Palma",0.487555670087739,0.001,117,"X3023"
"Palma",0.48689748906751,0.001,112,"X222"
"Palma",0.486707766608989,0.001,114,"X2887"
"Palma",0.486706411589417,0.002,119,"X3007"
"Palma",0.486453429839095,0.001,115,"X3008"
"Palma",0.486287205229235,0.001,126,"X2501"
"Palma",0.486197441229074,0.001,116,"X206"
"Palma",0.486122133569279,0.001,121,"X2528"
"Palma",0.485582853855409,0.002,100,"X453"
"Palma",0.485021298885724,0.001,114,"X2807"
"Palma",0.484850814625541,0.001,94,"X472"
"Palma",0.48480274543767,0.001,120,"X3035"
"Palma",0.484507856008328,0.001,116,"X2544"
"Palma",0.484367674809956,0.001,116,"X216"
"Palma",0.484255129972822,0.001,121,"X3029"
"Palma",0.483668883275593,0.002,118,"X2545"
"Palma",0.483236167474844,0.001,124,"X3034"
"Palma",0.482403405869429,0.001,107,"X605"
"Palma",0.482268702924612,0.001,111,"X3016"
"Palma",0.482041956725653,0.001,127,"X2773"
"Palma",0.481243095866661,0.001,138,"X2648"
"Palma",0.480735299041498,0.001,114,"X205"
"Palma",0.480562576769175,0.001,103,"X344"
"Palma",0.480530933192046,0.002,104,"X2929"
"Palma",0.480265883917338,0.002,107,"X321"
"Palma",0.479536308772199,0.002,123,"X2625"
"Palma",0.47942884074101,0.001,96,"X580"
"Palma",0.479428720119072,0.001,90,"X576"
"Palma",0.479181719023378,0.001,147,"X809"
"Palma",0.479163845128547,0.001,114,"X72"
"Palma",0.478034693353783,0.001,128,"X2646"
"Palma",0.477735184390223,0.001,123,"X2629"
"Palma",0.477559946658867,0.001,101,"X330"
"Palma",0.477355434290493,0.001,127,"X2497"
"Palma",0.477320371962784,0.002,106,"X2928"
"Palma",0.476603873088079,0.002,114,"X2755"
"Palma",0.476469183452785,0.001,127,"X2780"
"Palma",0.476340869580594,0.001,118,"X64"
"Palma",0.476060750396853,0.001,123,"X2899"
"Palma",0.475810487065584,0.001,127,"X2504"
"Palma",0.475451711429532,0.003,103,"X322"
"Palma",0.475056892610472,0.001,99,"X475"
"Palma",0.474216274080563,0.001,110,"X3040"
"Palma",0.474161111512185,0.001,116,"X2881"
"Palma",0.47331789412165,0.001,133,"X2645"
"Palma",0.472821449524881,0.001,108,"X352"
"Palma",0.472517726346254,0.002,124,"X2527"
"Palma",0.472327477999711,0.002,109,"X3057"
"Palma",0.472222276645764,0.002,96,"X462"
"Palma",0.471682484401145,0.002,93,"X579"
"Palma",0.471493540279252,0.002,132,"X2651"
"Palma",0.47139587933497,0.001,114,"X77"
"Palma",0.471217067011252,0.001,125,"X2879"
"Palma",0.471030814108816,0.001,113,"X2912"
"Palma",0.47088530708599,0.001,98,"X329"
"Palma",0.470754899974134,0.001,124,"X2777"
"Palma",0.470177985890827,0.001,98,"X584"
"Palma",0.469760739132957,0.001,96,"X331"
"Palma",0.469224081727212,0.001,123,"X2905"
"Palma",0.4691431229012,0.001,135,"X2519"
"Palma",0.46908215446441,0.001,116,"X2898"
"Palma",0.46870463647189,0.001,109,"X211"
"Palma",0.468371635737397,0.001,100,"X334"
"Palma",0.467529602847196,0.001,93,"X602"
"Palma",0.467512614173054,0.001,134,"X2522"
"Palma",0.467274899010058,0.001,101,"X456"
"Palma",0.466944776217563,0.001,108,"X339"
"Palma",0.466813595598096,0.001,127,"X2751"
"Palma",0.46676963644801,0.001,96,"X585"
"Palma",0.466723740977952,0.001,114,"X2907"
"Palma",0.466700153258086,0.002,107,"X461"
"Palma",0.466602864992859,0.003,116,"X62"
"Palma",0.465638596770497,0.001,104,"X473"
"Palma",0.465079515668307,0.001,124,"X2681"
"Palma",0.464955998534816,0.002,124,"X2656"
"Palma",0.464824176055292,0.001,127,"X2776"
"Palma",0.464088845551755,0.001,97,"X372"
"Palma",0.46400135603285,0.004,114,"X2658"
"Palma",0.462983327429452,0.001,120,"X90"
"Palma",0.4629790931802,0.001,156,"X169"
"Palma",0.462875388154284,0.001,108,"X2784"
"Palma",0.462567841296092,0.001,96,"X582"
"Palma",0.46224300402096,0.002,111,"X207"
"Palma",0.462211447969625,0.001,135,"X2650"
"Palma",0.462175129807483,0.001,100,"X452"
"Palma",0.462066094480139,0.001,119,"X89"
"Palma",0.461747243356765,0.002,118,"X3033"
"Palma",0.461194669806614,0.001,111,"X95"
"Palma",0.460969732709218,0.002,110,"X201"
"Palma",0.460714448382304,0.001,120,"X214"
"Palma",0.460446642785536,0.001,103,"X240"
"Palma",0.460366323649063,0.001,94,"X459"
"Palma",0.460115071495751,0.001,140,"X2518"
"Palma",0.460036252898986,0.002,113,"X189"
"Palma",0.459822586772343,0.001,117,"X2552"
"Palma",0.459346216552534,0.001,144,"X26"
"Palma",0.459257381571418,0.002,126,"X2505"
"Palma",0.459126079748413,0.001,126,"X2507"
"Palma",0.459056302531658,0.002,106,"X2925"
"Palma",0.458969844563086,0.002,118,"X2775"
"Palma",0.458292374017345,0.001,111,"X96"
"Palma",0.457905831449929,0.001,100,"X600"
"Palma",0.457844253693459,0.002,125,"X2766"
"Palma",0.457793187028462,0.001,110,"X194"
"Palma",0.457715202279264,0.001,127,"X2506"
"Palma",0.456984517131812,0.001,119,"X65"
"Palma",0.456903397840424,0.001,120,"X3021"
"Palma",0.45681383898704,0.001,124,"X2637"
"Palma",0.456722104084163,0.005,156,"X2970"
"Palma",0.456070794284661,0.003,112,"X202"
"Palma",0.456040587419146,0.001,108,"X320"
"Palma",0.455463649785689,0.001,105,"X464"
"Palma",0.45540849285121,0.002,111,"X85"
"Palma",0.454751455239144,0.002,121,"X2895"
"Palma",0.454270000757233,0.001,108,"X469"
"Palma",0.454256461828593,0.001,142,"X2558"
"Palma",0.454244124149091,0.001,110,"X212"
"Palma",0.453987020752734,0.001,125,"X2500"
"Palma",0.453901330802675,0.003,110,"X2674"
"Palma",0.453859469404666,0.002,126,"X2636"
"Palma",0.453446802637724,0.002,132,"X2496"
"Palma",0.453264970410153,0.002,127,"X2640"
"Palma",0.453182629310859,0.001,135,"X2641"
"Palma",0.453076848643248,0.001,125,"X2682"
"Palma",0.452664590844869,0.002,113,"X218"
"Palma",0.45264732288799,0.002,113,"X2547"
"Palma",0.452572445545763,0.001,116,"X2543"
"Palma",0.452352597557897,0.001,121,"X2783"
"Palma",0.452149922461291,0.001,112,"X2889"
"Palma",0.451847822798337,0.002,128,"X2508"
"Palma",0.451324025002093,0.002,116,"X86"
"Palma",0.451125337037034,0.003,117,"X2913"
"Palma",0.450949493425323,0.001,117,"X2541"
"Palma",0.450500247074335,0.001,132,"X2649"
"Palma",0.450067697702715,0.001,136,"X2525"
"Palma",0.449888494296604,0.003,116,"X3009"
"Palma",0.449833376507808,0.003,118,"X2893"
"Palma",0.449748021905372,0.002,123,"X2750"
"Palma",0.449269042335765,0.002,112,"X3022"
"Palma",0.449262914828856,0.001,106,"X2935"
"Palma",0.448857143406094,0.003,143,"X154"
"Palma",0.448617185951191,0.002,96,"X587"
"Palma",0.448483579257007,0.001,110,"X3055"
"Palma",0.448367681603689,0.002,111,"X2673"
"Palma",0.448150299230561,0.002,148,"X425"
"Palma",0.44810748668438,0.001,125,"X2897"
"Palma",0.447858536257385,0.001,116,"X2548"
"Palma",0.447607592845513,0.002,111,"X2676"
"Palma",0.447530848168072,0.002,105,"X2804"
"Palma",0.447298279678167,0.001,101,"X480"
"Palma",0.447201181477565,0.001,103,"X460"
"Palma",0.447158401339086,0.004,111,"X338"
"Palma",0.446631709942892,0.004,142,"X2517"
"Palma",0.446239985896491,0.001,135,"X2647"
"Palma",0.446215278447184,0.001,104,"X2803"
"Palma",0.446148137819125,0.001,104,"X2933"
"Palma",0.446003584402231,0.004,106,"X470"
"Palma",0.445965454214406,0.001,114,"X84"
"Palma",0.445137408145821,0.001,108,"X82"
"Palma",0.445129275843301,0.001,120,"X3028"
"Palma",0.445035082068396,0.003,103,"X448"
"Palma",0.444665979117419,0.001,119,"X2754"
"Palma",0.444479965814618,0.003,118,"X2657"
"Palma",0.444207948688688,0.003,119,"X2903"
"Palma",0.444077450378203,0.001,99,"X601"
"Palma",0.444057169429257,0.003,130,"X2770"
"Palma",0.443905646809724,0.001,117,"X2765"
"Palma",0.44331602876993,0.001,86,"X581"
"Palma",0.443125967581927,0.002,107,"X2806"
"Palma",0.442784834462406,0.003,99,"X112"
"Palma",0.442768029954189,0.001,101,"X467"
"Palma",0.442610585133481,0.003,138,"X2523"
"Palma",0.442227194331793,0.001,108,"X2550"
"Palma",0.441620767420551,0.001,134,"X2644"
"Palma",0.441299316706228,0.002,116,"X83"
"Palma",0.441299278329881,0.004,107,"X204"
"Palma",0.440859217390337,0.002,114,"X2904"
"Palma",0.440488020477876,0.002,93,"X599"
"Palma",0.440438073861203,0.001,126,"X2643"
"Palma",0.440268553531124,0.001,100,"X450"
"Palma",0.440184911133203,0.003,108,"X335"
"Palma",0.439725260597572,0.002,125,"X2554"
"Palma",0.439636778551959,0.002,110,"X192"
"Palma",0.4392547893983,0.004,118,"X3027"
"Palma",0.439091621952335,0.001,79,"X2255"
"Palma",0.439083895227491,0.001,122,"X2902"
"Palma",0.438786089547383,0.002,115,"X2882"
"Palma",0.438445772427249,0.002,98,"X592"
"Palma",0.43801125395501,0.004,103,"X597"
"Palma",0.437756779804406,0.001,107,"X2675"
"Palma",0.437704631620339,0.001,111,"X2672"
"Palma",0.437660387433192,0.002,114,"X3041"
"Palma",0.437438753104794,0.002,125,"X2771"
"Palma",0.437419752365944,0.003,114,"X210"
"Palma",0.437272122468123,0.006,117,"X2785"
"Palma",0.437078055613212,0.002,127,"X2642"
"Palma",0.436926193804425,0.002,106,"X68"
"Palma",0.43685897142685,0.002,126,"X2901"
"Palma",0.436739949013889,0.002,112,"X2546"
"Palma",0.436267527213062,0.001,107,"X244"
"Palma",0.436205629028908,0.002,129,"X2494"
"Palma",0.435921973165228,0.002,109,"X343"
"Palma",0.4357351485318,0.002,131,"X2509"
"Palma",0.433739407854,0.001,118,"X2896"
"Palma",0.433522444384396,0.003,123,"X2769"
"Palma",0.433387278991803,0.002,127,"X2767"
"Palma",0.433228454779139,0.003,112,"X2800"
"Palma",0.43304115565067,0.003,113,"X208"
"Palma",0.433029856774559,0.003,107,"X3062"
"Palma",0.43302249632341,0.003,134,"X2510"
"Palma",0.432975875944268,0.004,140,"X2684"
"Palma",0.432757410573979,0.003,99,"X583"
"Palma",0.432292632682544,0.002,139,"X2515"
"Palma",0.432228849346796,0.01,148,"X553"
"Palma",0.432132744736254,0.006,121,"X2627"
"Palma",0.431794014082586,0.002,129,"X2529"
"Palma",0.431092581770872,0.001,116,"X2669"
"Palma",0.430859165210699,0.001,109,"X336"
"Palma",0.430836079778559,0.002,121,"X3025"
"Palma",0.430517406989873,0.009,146,"X681"
"Palma",0.429731025521053,0.011,125,"X2398"
"Palma",0.429640569555161,0.003,160,"X41"
"Palma",0.429628069577517,0.007,132,"X2495"
"Palma",0.429310244828125,0.003,107,"X3011"
"Palma",0.42923683213923,0.004,66,"X2036"
"Palma",0.429177178876078,0.005,130,"X2772"
"Palma",0.429113320486201,0.005,133,"X2524"
"Palma",0.427852429455179,0.001,116,"X2542"
"Palma",0.427701520043747,0.002,136,"X2683"
"Palma",0.427521120274083,0.005,133,"X2622"
"Palma",0.427456922706249,0.001,69,"X2153"
"Palma",0.426914190126161,0.003,146,"X297"
"Palma",0.426841554257192,0.004,132,"X2556"
"Palma",0.426362647867104,0.002,70,"X2162"
"Palma",0.426119200860697,0.002,110,"X209"
"Palma",0.425694459829998,0.002,97,"X598"
"Palma",0.425181376566815,0.007,132,"X2557"
"Palma",0.425160901064636,0.02,144,"X2342"
"Palma",0.424742457029716,0.007,112,"X2679"
"Palma",0.424339676573573,0.003,110,"X3058"
"Palma",0.424290497872061,0.004,122,"X2768"
"Palma",0.424225590041728,0.002,107,"X2678"
"Palma",0.423896906342124,0.006,108,"X119"
"Palma",0.423882634477472,0.01,129,"X2938"
"Palma",0.42378990947442,0.002,92,"X573"
"Palma",0.423564169342725,0.005,112,"X319"
"Palma",0.423452257011975,0.002,118,"X3064"
"Palma",0.423423487012287,0.001,75,"X2291"
"Palma",0.423258172363686,0.013,159,"X2842"
"Palma",0.42301741654918,0.002,106,"X113"
"Palma",0.422710305011714,0.004,103,"X118"
"Palma",0.422542048219366,0.004,97,"X574"
"Palma",0.422516771556163,0.003,106,"X354"
"Palma",0.422044644212924,0.004,124,"X2540"
"Palma",0.421620971689214,0.006,95,"X500"
"Palma",0.42138444464772,0.006,108,"X2549"
"Palma",0.421095127095882,0.003,138,"X2513"
"Palma",0.420922911955533,0.002,112,"X190"
"Palma",0.420904017055278,0.001,79,"X2284"
"Palma",0.420775187079426,0.006,123,"X2680"
"Palma",0.420696280632728,0.002,99,"X370"
"Palma",0.420570476852132,0.004,140,"X2812"
"Palma",0.42049797137368,0.004,108,"X2799"
"Palma",0.420491698063856,0.003,96,"X575"
"Palma",0.419980714632353,0.007,142,"X2814"
"Palma",0.419456522200252,0.003,66,"X2161"
"Palma",0.419325556392739,0.006,137,"X2512"
"Palma",0.419268025251353,0.011,140,"X2521"
"Palma",0.418807855825134,0.006,109,"X2926"
"Palma",0.418703480192339,0.006,128,"X2638"
"Palma",0.418683784337737,0.004,101,"X465"
"Palma",0.418489889240419,0.006,149,"X808"
"Palma",0.41800894186641,0.003,165,"X2730"
"Palma",0.417177284050323,0.004,105,"X463"
"Palma",0.416872080971701,0.004,124,"X2553"
"Palma",0.416582229498633,0.007,147,"X2942"
"Palma",0.41598812229885,0.003,97,"X608"
"Palma",0.415578915308813,0.009,134,"X2325"
"Palma",0.415230438930274,0.005,81,"X2260"
"Palma",0.415200573658639,0.003,89,"X2274"
"Palma",0.414997903971888,0.001,93,"X609"
"Palma",0.414864097889216,0.006,161,"X2985"
"Palma",0.414813361531352,0.006,105,"X117"
"Palma",0.414780484655463,0.001,64,"X2165"
"Palma",0.414771090786025,0.003,111,"X340"
"Palma",0.414670647286705,0.001,91,"X593"
"Palma",0.414038859458146,0.002,75,"X2272"
"Palma",0.41364343460045,0.007,142,"X298"
"Palma",0.41364256632057,0.005,126,"X2399"
"Palma",0.412494749383381,0.004,119,"X79"
"Palma",0.412413882052745,0.003,114,"X2551"
"Palma",0.412287147003661,0.006,128,"X2639"
"Palma",0.41223279044354,0.012,153,"X552"
"Palma",0.412226116003209,0.003,100,"X3061"
"Palma",0.412014115058347,0.019,152,"X532"
"Palma",0.411816488563318,0.006,103,"X2801"
"Palma",0.41180326382886,0.004,96,"X588"
"Palma",0.411722375410246,0.015,143,"X2686"
"Palma",0.411692330002134,0.003,115,"X248"
"Palma",0.411679756345524,0.007,137,"X2516"
"Palma",0.411341886442697,0.011,139,"X2685"
"Palma",0.410909488133064,0.015,164,"X2602"
"Palma",0.410667167395906,0.007,117,"X120"
"Palma",0.410491721308196,0.011,160,"X2857"
"Palma",0.410099897511533,0.012,117,"X2373"
"Palma",0.410090521617908,0.004,96,"X368"
"Palma",0.409814703312677,0.021,165,"X2714"
"Palma",0.409623634617181,0.004,105,"X333"
"Palma",0.408960972610077,0.016,141,"X2811"
"Palma",0.408850215366656,0.001,84,"X2283"
"Palma",0.408825391757664,0.024,147,"X937"
"Palma",0.408825041084814,0.009,122,"X2665"
"Palma",0.408819820378999,0.003,62,"X2021"
"Palma",0.408062386499301,0.007,131,"X2555"
"Palma",0.407381788647167,0.013,136,"X282"
"Palma",0.407340161781543,0.004,110,"X2808"
"Palma",0.407018834458383,0.002,91,"X591"
"Palma",0.406827411569324,0.003,91,"X499"
"Palma",0.406797814317055,0.009,142,"X2394"
"Palma",0.406382609285994,0.006,110,"X2802"
"Palma",0.405742619373821,0.011,152,"X164"
"Palma",0.405475797361388,0.008,111,"X2670"
"Palma",0.405228832883371,0.006,105,"X445"
"Palma",0.405143633845475,0.003,82,"X2288"
"Palma",0.405044419862672,0.018,139,"X379"
"Palma",0.404848053675816,0.012,137,"X2511"
"Palma",0.404831532753808,0.003,101,"X2931"
"Palma",0.404730272551639,0.01,137,"X2392"
"Palma",0.404576493607233,0.004,95,"X116"
"Palma",0.404539525128354,0.013,122,"X2937"
"Palma",0.404257084616468,0.006,101,"X2932"
"Palma",0.403990817331634,0.007,87,"X2273"
"Palma",0.403918715805727,0.004,66,"X2250"
"Palma",0.40344567544553,0.005,82,"X2296"
"Palma",0.40313421081861,0.003,92,"X577"
"Palma",0.403026905052868,0.003,65,"X2148"
"Palma",0.402950442235607,0.006,102,"X242"
"Palma",0.402661581472965,0.008,114,"X2709"
"Palma",0.402541046165486,0.001,47,"X2119"
"Palma",0.40244741937265,0.004,96,"X373"
"Palma",0.402421014121294,0.001,57,"X2113"
"Palma",0.402242678105327,0.003,91,"X243"
"Palma",0.402075918797012,0.011,107,"X110"
"Palma",0.401855156243862,0.007,106,"X97"
"Palma",0.401674187651135,0.01,126,"X1067"
"Palma",0.401278210893456,0.029,153,"X2597"
"Palma",0.401075766242461,0.014,119,"X2531"
"Palma",0.400925349881845,0.001,55,"X2244"
"Palma",0.400887373798565,0.005,96,"X501"
"Palma",0.400855369334691,0.008,106,"X481"
"Palma",0.400848976769805,0.003,101,"X3060"
"Palma",0.400841258521233,0.01,121,"X505"
"Palma",0.400838043582327,0.007,114,"X376"
"Palma",0.400668347376169,0.012,126,"X2453"
"Palma",0.400483628611855,0.004,113,"X61"
"Palma",0.400349893833494,0.012,131,"X2621"
"Palma",0.399568964395691,0.003,76,"X2293"
"Palma",0.399018944305283,0.007,100,"X3059"
"Palma",0.39887373621343,0.021,162,"X2986"
"Palma",0.398689587851269,0.013,119,"X2749"
"Palma",0.398687050737551,0.013,118,"X3042"
"Palma",0.398023798494769,0.003,106,"X468"
"Palma",0.397741928160538,0.001,78,"X2290"
"Palma",0.397704347904152,0.007,100,"X466"
"Palma",0.397449953235711,0.002,79,"X2271"
"Palma",0.397274948201483,0.045,157,"X2469"
"Palma",0.397170878923216,0.008,114,"X504"
"Palma",0.39716680981679,0.002,61,"X2251"
"Palma",0.397085798671805,0.008,107,"X246"
"Palma",0.397020935518072,0.002,83,"X2286"
"Palma",0.39656149060296,0.007,113,"X2934"
"Palma",0.396495994003942,0.015,121,"X249"
"Palma",0.396085619529942,0.03,164,"X2858"
"Palma",0.395867030835481,0.023,133,"X2093"
"Palma",0.395738045872059,0.028,155,"X2725"
"Palma",0.395415038802731,0.022,116,"X2530"
"Palma",0.395014982002415,0.013,114,"X3024"
"Palma",0.394906045593697,0.02,132,"X2939"
"Palma",0.394499588698618,0.016,146,"X292"
"Palma",0.394423027025044,0.004,92,"X596"
"Palma",0.394306636655323,0.014,103,"X1196"
"Palma",0.393944173037075,0.018,127,"X2380"
"Palma",0.393877336225883,0.017,133,"X2520"
"Palma",0.393860807739183,0.019,142,"X2981"
"Palma",0.393128530137135,0.001,68,"X2170"
"Palma",0.392810233480177,0.02,149,"X2853"
"Palma",0.392460992008267,0.004,94,"X496"
"Palma",0.39216600181347,0.017,120,"X3005"
"Palma",0.391900724191352,0.005,104,"X2930"
"Palma",0.391834102918703,0.002,63,"X2135"
"Palma",0.391392757243317,0.01,96,"X590"
"Palma",0.391352140680562,0.005,83,"X2298"
"Palma",0.390793240512576,0.006,96,"X607"
"Palma",0.390594869071106,0.007,107,"X80"
"Palma",0.390581899443905,0.013,109,"X2796"
"Palma",0.390388162192775,0.003,62,"X2164"
"Palma",0.390286386136282,0.002,67,"X2146"
"Palma",0.390166886025174,0.001,69,"X2145"
"Palma",0.390000986891224,0.018,123,"X2877"
"Palma",0.389996088115095,0.009,96,"X594"
"Palma",0.38997117668794,0.011,116,"X2915"
"Palma",0.389838276720827,0.005,100,"X245"
"Palma",0.3886920898867,0.005,82,"X2277"
"Palma",0.388480543001822,0.013,109,"X225"
"Palma",0.387979929972601,0.02,129,"X939"
"Palma",0.387533121154849,0.001,45,"X2235"
"Palma",0.387503353394047,0.024,130,"X2810"
"Palma",0.387433564359595,0.001,56,"X2246"
"Palma",0.387241114217847,0.012,105,"X317"
"Palma",0.38722263430743,0.047,130,"X281"
"Palma",0.387075480781142,0.003,76,"X2268"
"Palma",0.387057280659267,0.011,119,"X405"
"Palma",0.386986626307351,0.005,92,"X589"
"Palma",0.386777444753105,0.007,105,"X2412"
"Palma",0.386747337947903,0.018,120,"X3065"
"Palma",0.386367766156752,0.01,94,"X586"
"Palma",0.386348381911547,0.05,143,"X2393"
"Palma",0.386303765448085,0.002,61,"X2039"
"Palma",0.385977084462782,0.008,101,"X115"
"Palma",0.385720858537306,0.007,98,"X626"
"Palma",0.385713747915036,0.032,135,"X507"
"Palma",0.384774278904546,0.006,102,"X99"
"Palma",0.384671985063611,0.001,69,"X2151"
"Palma",0.384638957243623,0.028,126,"X277"
"Palma",0.38463271842426,0.008,100,"X446"
"Palma",0.384617561674933,0.003,65,"X2173"
"Palma",0.38457101518837,0.001,66,"X2143"
"Palma",0.384153474980084,0.001,82,"X2278"
"Palma",0.384100933499152,0.022,132,"X2514"
"Palma",0.38401761218141,0.021,122,"X2809"
"Palma",0.383986878440929,0.002,64,"X2252"
"Palma",0.383213270131789,0.009,101,"X471"
"Palma",0.383211852931323,0.035,126,"X409"
"Palma",0.38260260245875,0.014,104,"X2798"
"Palma",0.382306171402533,0.032,127,"X2378"
"Palma",0.381765033503407,0.009,104,"X3054"
"Palma",0.381701230092263,0.044,142,"X251"
"Palma",0.381272480353742,0.004,64,"X2017"
"Palma",0.381239794454189,0.001,68,"X2248"
"Palma",0.381229737575409,0.003,67,"X2166"
"Palma",0.38082447166257,0.01,115,"X188"
"Palma",0.380181253808269,0.029,120,"X121"
"Palma",0.380118274459437,0.021,119,"X2426"
