"group","indval","pvalue","freq","tf_bin"
"Palma",0.379751327920338,0.003,65,"X2168"
"Palma",0.379177452276765,0.025,125,"X378"
"Palma",0.378687551965212,0.004,72,"X711"
"Palma",0.378478777107845,0.011,94,"X498"
"Palma",0.378072641474216,0.026,131,"X3066"
"Palma",0.377898546062223,0.021,120,"X2581"
"Palma",0.377735068933435,0.028,128,"X410"
"Palma",0.377691541615992,0.023,121,"X2536"
"Palma",0.376836646116771,0.013,106,"X3063"
"Palma",0.376407890573585,0.003,107,"X2786"
"Palma",0.376252860115806,0.002,76,"X2270"
"Palma",0.375978703687999,0.017,110,"X2921"
"Palma",0.375674240449939,0.008,106,"X3053"
"Palma",0.375568012929923,0.006,100,"X444"
"Palma",0.375262958346271,0.014,105,"X247"
"Palma",0.374960157171766,0.004,62,"X2167"
"Palma",0.374917864953015,0.013,109,"X3056"
"Palma",0.374771860158623,0.006,77,"X2292"
"Palma",0.374633174557558,0.031,122,"X153"
"Palma",0.374601211873818,0.011,97,"X369"
"Palma",0.374553955283831,0.005,70,"X2160"
"Palma",0.374102720888411,0.003,71,"X2156"
"Palma",0.373279548503943,0.018,111,"X238"
"Palma",0.373064091957645,0.013,109,"X2927"
"Palma",0.372979991102447,0.005,71,"X2171"
"Palma",0.372817908880949,0.004,70,"X2139"
"Palma",0.372422354319367,0.044,124,"X2535"
"Palma",0.372394320073696,0.01,113,"X632"
"Palma",0.372209183115283,0.033,122,"X2374"
"Palma",0.372071208473991,0.011,105,"X1068"
"Palma",0.371524071038916,0.016,111,"X2837"
"Palma",0.370857262796449,0.015,106,"X375"
"Palma",0.370178126772531,0.005,79,"X2265"
"Palma",0.369744431684174,0.002,63,"X2042"
"Palma",0.368968450715485,0.022,112,"X2539"
"Palma",0.368943871907242,0.005,82,"X2300"
"Palma",0.368790632622069,0.019,90,"X2279"
"Palma",0.368765925492591,0.003,62,"X2242"
"Palma",0.368399945115011,0.004,65,"X2149"
"Palma",0.36837837595165,0.018,115,"X60"
"Palma",0.368321465962288,0.044,121,"X533"
"Palma",0.368182543847001,0.001,53,"X2243"
"Palma",0.368018844351843,0.006,83,"X2275"
"Palma",0.36780003256551,0.015,101,"X241"
"Palma",0.367557147962596,0.014,107,"X353"
"Palma",0.367492595882403,0.002,70,"X2155"
"Palma",0.367244055264499,0.004,58,"X2126"
"Palma",0.36713455706186,0.01,77,"X2266"
"Palma",0.367007644714816,0.004,68,"X2142"
"Palma",0.366824473198943,0.049,123,"X2094"
"Palma",0.366809958132423,0.004,82,"X2280"
"Palma",0.366556583901967,0.006,79,"X733"
"Palma",0.366295005182017,0.001,62,"X2044"
"Palma",0.365871110253407,0.003,63,"X2041"
"Palma",0.36586111603408,0.009,87,"X572"
"Palma",0.365552133181264,0.045,125,"X2397"
"Palma",0.36552231560977,0.024,94,"X1966"
"Palma",0.365495039283321,0.003,61,"X2137"
"Palma",0.365116720715386,0.025,104,"X2805"
"Palma",0.365030969100093,0.017,106,"X239"
"Palma",0.364833405730476,0.018,111,"X2401"
"Palma",0.364633749165841,0.041,125,"X2620"
"Palma",0.364145981942321,0.016,105,"X109"
"Palma",0.363711980186034,0.019,104,"X503"
"Palma",0.363066731809907,0.031,103,"X108"
"Palma",0.363061011519519,0.003,76,"X2297"
"Palma",0.363054106353497,0.022,101,"X1965"
"Palma",0.362621868485591,0.027,111,"X234"
"Palma",0.362472557169085,0.007,82,"X2287"
"Palma",0.362451893147394,0.027,118,"X2788"
"Palma",0.362424529084307,0.043,116,"X2666"
"Palma",0.36226232148222,0.038,115,"X537"
"Palma",0.362200750742712,0.003,65,"X2150"
"Palma",0.362180853452547,0.013,94,"X497"
"Palma",0.362147200493007,0.037,114,"X2423"
"Palma",0.362121720291736,0.049,125,"X2396"
"Palma",0.361591868844595,0.006,80,"X2289"
"Palma",0.361544899883544,0.023,109,"X2422"
"Palma",0.361504104148006,0.003,72,"X2254"
"Palma",0.361496463421706,0.031,109,"X2409"
"Palma",0.361173566397606,0.028,108,"X2415"
"Palma",0.361172570515093,0.016,100,"X374"
"Palma",0.361128159389273,0.003,52,"X2115"
"Palma",0.361022935441241,0.007,87,"X2281"
"Palma",0.361005250241449,0.036,116,"X682"
"Palma",0.360971082472797,0.049,118,"X149"
"Palma",0.360848253447322,0.021,99,"X495"
"Palma",0.360817858457089,0.007,69,"X731"
"Palma",0.360747368195132,0.026,113,"X2372"
"Palma",0.360699110388742,0.02,106,"X226"
"Palma",0.360324917216602,0.026,105,"X365"
"Palma",0.360167897028183,0.001,72,"X2158"
"Palma",0.360166669180052,0.033,115,"X2795"
"Palma",0.360153865122402,0.038,117,"X2936"
"Palma",0.360128204170602,0.001,46,"X2117"
"Palma",0.359688893134396,0.03,120,"X122"
"Palma",0.35965281633885,0.004,68,"X2131"
"Palma",0.359619788098078,0.032,117,"X3004"
"Palma",0.359545065500197,0.001,62,"X2240"
"Palma",0.359472261388195,0.01,81,"X2259"
"Palma",0.359457111912345,0.007,90,"X114"
"Palma",0.359272513895565,0.003,59,"X2023"
"Palma",0.358746091162896,0.007,65,"X2129"
"Palma",0.358492023750878,0.034,114,"X377"
"Palma",0.358410956217689,0.035,109,"X2489"
"Palma",0.358261226543372,0.003,64,"X2169"
"Palma",0.3582223097259,0.002,44,"X2109"
"Palma",0.357778319836887,0.003,67,"X2154"
"Palma",0.357707507835672,0.005,91,"X625"
"Palma",0.357653728035912,0.034,115,"X2664"
"Palma",0.357633632549111,0.042,113,"X485"
"Palma",0.357273353715756,0.018,102,"X2416"
"Palma",0.357223547716933,0.003,65,"X2045"
"Palma",0.356482755995349,0.006,67,"X2020"
"Palma",0.35645216742413,0.022,111,"X2787"
"Palma",0.35645215247051,0.006,62,"X2035"
"Palma",0.356436405831538,0.026,104,"X2420"
"Palma",0.355714276342643,0.003,66,"X2172"
"Palma",0.355678022645171,0.029,109,"X2667"
"Palma",0.355430590523718,0.011,78,"X2299"
"Palma",0.355182498162578,0.016,99,"X355"
"Palma",0.355101621108986,0.036,111,"X2965"
"Palma",0.354878625677019,0.04,109,"X2375"
"Palma",0.354714513853915,0.006,70,"X2253"
"Palma",0.35412177633013,0.047,115,"X2668"
"Palma",0.354093444176139,0.033,115,"X2659"
"Palma",0.353811065345559,0.005,68,"X2163"
"Palma",0.353624555566102,0.041,116,"X2875"
"Palma",0.353498896825727,0.006,67,"X2147"
"Palma",0.353244933115388,0.011,75,"X2269"
"Palma",0.353209224455703,0.04,104,"X367"
"Palma",0.3523440876411,0.008,70,"X729"
"Palma",0.351228889584351,0.019,92,"X1324"
"Palma",0.350849074137673,0.013,89,"X2282"
"Palma",0.350222562968097,0.021,99,"X1452"
"Palma",0.350031311630107,0.05,122,"X2748"
"Palma",0.350008142080762,0.003,62,"X2133"
"Palma",0.349467637066135,0.003,58,"X2033"
"Palma",0.349400072775663,0.034,108,"X2407"
"Palma",0.348649541388431,0.004,65,"X726"
"Palma",0.348238261149715,0.008,80,"X2295"
"Palma",0.347871195524331,0.001,49,"X2114"
"Palma",0.347447079150184,0.002,48,"X2121"
"Palma",0.347330153116698,0.044,113,"X111"
"Palma",0.34699616129577,0.003,49,"X1913"
"Palma",0.346562635542252,0.048,110,"X633"
"Palma",0.346490983385402,0.01,76,"X2257"
"Palma",0.346480014461734,0.004,50,"X2111"
"Palma",0.345914502763903,0.015,83,"X2267"
"Palma",0.345907218779599,0.012,83,"X735"
"Palma",0.345111873237496,0.007,70,"X734"
"Palma",0.344454409581122,0.003,57,"X2124"
"Palma",0.344310413584584,0.026,96,"X502"
"Palma",0.343268377089979,0.035,105,"X3052"
"Palma",0.342499706946391,0.006,71,"X2144"
"Palma",0.342390943234439,0.041,107,"X237"
"Palma",0.342250681155817,0.035,109,"X2403"
"Palma",0.341382458863409,0.002,55,"X2237"
"Palma",0.341057395319736,0.019,88,"X627"
"Palma",0.340855993646476,0.012,83,"X2285"
"Palma",0.340771439804208,0.007,67,"X2025"
"Palma",0.340135186972464,0.01,71,"X2128"
"Palma",0.340081970553421,0.015,81,"X2263"
"Palma",0.339798168816455,0.04,105,"X2414"
"Palma",0.339590720806458,0.045,104,"X2418"
"Palma",0.339454856250342,0.007,70,"X2157"
"Palma",0.337941065421764,0.039,109,"X2797"
"Palma",0.33726566609244,0.004,60,"X2247"
"Palma",0.337074626482677,0.007,58,"X2038"
"Palma",0.336780042051452,0.013,80,"X2302"
"Palma",0.336274974428066,0.005,57,"X2037"
"Palma",0.336111293463518,0.007,52,"X2116"
"Palma",0.335982048649322,0.008,65,"X2152"
"Palma",0.335832087229581,0.024,94,"X630"
"Palma",0.33488256070916,0.045,108,"X3049"
"Palma",0.334654224070482,0.043,100,"X483"
"Palma",0.334344503101845,0.004,59,"X2040"
"Palma",0.333884677596014,0.018,84,"X2301"
"Palma",0.33384313425821,0.016,68,"X1709"
"Palma",0.333251328853708,0.002,46,"X2108"
"Palma",0.333058210778589,0.005,68,"X2005"
"Palma",0.333006555686423,0.013,77,"X2294"
"Palma",0.332734701990604,0.002,65,"X703"
"Palma",0.3325379539239,0.029,98,"X3043"
"Palma",0.330978114584998,0.022,78,"X1197"
"Palma",0.329971753468757,0.044,100,"X2419"
"Palma",0.329952035308951,0.006,60,"X2043"
"Palma",0.32977032953578,0.006,63,"X2138"
"Palma",0.3297049808524,0.012,72,"X1999"
"Palma",0.329667066052427,0.009,64,"X709"
"Palma",0.32961461903454,0.02,83,"X2276"
"Palma",0.329431556188787,0.018,79,"X730"
"Palma",0.329228605433536,0.02,81,"X1325"
"Palma",0.328606857501672,0.003,49,"X2122"
"Palma",0.327939093699022,0.009,66,"X2032"
"Palma",0.327914470900292,0.006,63,"X2026"
"Palma",0.327883679722209,0.005,57,"X2125"
"Palma",0.327526963675427,0.012,70,"X2174"
"Palma",0.327387100970245,0.006,56,"X2241"
"Palma",0.326339705353296,0.016,67,"X2016"
"Palma",0.32528447327132,0.005,50,"X1995"
"Palma",0.325065628050459,0.003,38,"X985"
"Palma",0.32504968717064,0.014,63,"X2130"
"Palma",0.324435393146677,0.029,87,"X629"
"Palma",0.323894499354711,0.009,58,"X2034"
"Palma",0.323868131917607,0.004,53,"X702"
"Palma",0.322999583024985,0.031,95,"X371"
"Palma",0.322775705036801,0.012,57,"X705"
"Palma",0.322732385864549,0.01,56,"X1017"
"Palma",0.322152950509383,0.007,55,"X2127"
"Palma",0.321930043875637,0.01,54,"X1915"
"Palma",0.321791970253574,0.014,75,"X2264"
"Palma",0.321709916387244,0.045,90,"X628"
"Palma",0.321023343161425,0.015,72,"X879"
"Palma",0.32091108240641,0.011,64,"X2249"
"Palma",0.320885064272358,0.01,59,"X725"
"Palma",0.320861256199569,0.007,55,"X1985"
"Palma",0.320843240769906,0.039,78,"X1837"
"Palma",0.319084086198785,0.035,98,"X494"
"Palma",0.318992619015001,0.014,67,"X723"
"Palma",0.318447317389444,0.048,86,"X2261"
"Palma",0.318322266365962,0.004,51,"X991"
"Palma",0.318106035574454,0.041,93,"X482"
"Palma",0.316690165236231,0.008,62,"X2027"
"Palma",0.316261482156043,0.015,83,"X2256"
"Palma",0.315996357035043,0.015,62,"X2132"
"Palma",0.315738509033366,0.047,95,"X631"
"Palma",0.315423409509687,0.006,54,"X1993"
"Palma",0.314558856238251,0.005,57,"X1994"
"Palma",0.314547550243804,0.02,68,"X2159"
"Palma",0.313776459825629,0.003,54,"X2245"
"Palma",0.313364514093466,0.007,56,"X2239"
"Palma",0.31271383560371,0.003,52,"X2120"
"Palma",0.312377196384465,0.012,61,"X2019"
"Palma",0.31211635295129,0.004,50,"X2234"
"Palma",0.311687672560396,0.008,62,"X2011"
"Palma",0.310740957206211,0.017,68,"X2018"
"Palma",0.310502626651986,0.011,58,"X992"
"Palma",0.310285415569258,0.01,54,"X2123"
"Palma",0.310125040910005,0.023,63,"X863"
"Palma",0.308997107228505,0.019,68,"X2046"
"Palma",0.308339117568364,0.012,53,"X1918"
"Palma",0.308236798511109,0.012,56,"X1984"
"Palma",0.307582927022024,0.038,81,"X2258"
"Palma",0.307027838594404,0.013,70,"X881"
"Palma",0.306634231768955,0.01,50,"X1910"
"Palma",0.305738146124357,0.018,59,"X1009"
"Palma",0.304669001653383,0.021,60,"X2014"
"Palma",0.304304560130429,0.014,67,"X885"
"Palma",0.303921989869206,0.005,47,"X1911"
"Palma",0.30299093708669,0.023,66,"X1581"
"Palma",0.302853270243972,0.011,53,"X2238"
"Palma",0.302232407394101,0.04,78,"X2262"
"Palma",0.302116877994058,0.024,68,"X722"
"Palma",0.301917627085852,0.014,58,"X1007"
"Palma",0.30183748346935,0.043,77,"X1967"
"Palma",0.30116428543824,0.009,58,"X724"
"Palma",0.301140426764425,0.024,72,"X882"
"Palma",0.300304005095243,0.004,32,"X2693"
"Palma",0.300259658210613,0.019,64,"X2141"
"Palma",0.299767470226704,0.028,65,"X2022"
"Palma",0.299647636756161,0.011,55,"X706"
"Palma",0.299530180440147,0.034,73,"X889"
"Palma",0.299240693527577,0.007,45,"X1992"
"Palma",0.299044331163366,0.005,32,"X987"
"Palma",0.298936642936673,0.024,65,"X2013"
"Palma",0.297004728184195,0.021,72,"X2002"
"Palma",0.296671045971847,0.015,50,"X1996"
"Palma",0.296316643975942,0.01,62,"X880"
"Palma",0.295265754675541,0.011,54,"X1916"
"Palma",0.294140985173377,0.017,68,"X886"
"Palma",0.293914873874733,0.029,65,"X2007"
"Palma",0.293249475330849,0.009,42,"X1864"
"Palma",0.293059686618651,0.013,52,"X1912"
"Palma",0.292559618051829,0.019,62,"X2140"
"Palma",0.292455062377948,0.027,69,"X2004"
"Palma",0.292354627489242,0.015,55,"X1986"
"Palma",0.291552557946368,0.024,69,"X721"
"Palma",0.290886361026319,0.014,46,"X2112"
"Palma",0.290365438493529,0.006,43,"X2107"
"Palma",0.290121989741165,0.032,69,"X728"
"Palma",0.289913759838235,0.016,59,"X2136"
"Palma",0.289521081890833,0.046,71,"X997"
"Palma",0.289472702745757,0.034,69,"X717"
"Palma",0.288699847485621,0.017,67,"X864"
"Palma",0.288099097540751,0.013,58,"X1905"
"Palma",0.287248114491989,0.023,65,"X2134"
"Palma",0.286812874317726,0.014,56,"X700"
"Palma",0.286122224023983,0.023,68,"X569"
"Palma",0.286045905555652,0.027,63,"X2024"
"Palma",0.285631349973648,0.005,35,"X2565"
"Palma",0.284153462201389,0.024,59,"X1008"
"Palma",0.28410043472016,0.032,61,"X2317"
"Palma",0.283843007088836,0.012,60,"X1882"
"Palma",0.281668613798033,0.028,63,"X1998"
"Palma",0.281471417287265,0.029,61,"X1013"
"Palma",0.281441347544826,0.018,63,"X720"
"Palma",0.281376505378386,0.003,31,"X2949"
"Palma",0.281039582295828,0.039,68,"X876"
"Palma",0.280299468409656,0.024,56,"X2100"
"Palma",0.279987456311363,0.003,32,"X2828"
"Palma",0.279923122811127,0.025,60,"X2029"
"Palma",0.278231106886963,0.007,45,"X2105"
"Palma",0.277935383502124,0.013,53,"X1909"
"Palma",0.27749891762423,0.013,49,"X2445"
"Palma",0.277293161546041,0.047,73,"X865"
"Palma",0.276761538340683,0.038,68,"X1453"
"Palma",0.276254645537822,0.022,52,"X1893"
"Palma",0.275689471412908,0.008,47,"X1987"
"Palma",0.274880375984213,0.038,63,"X1891"
"Palma",0.274861863720282,0.026,55,"X1899"
"Palma",0.274708135567173,0.02,50,"X2236"
"Palma",0.274247591595825,0.006,39,"X989"
"Palma",0.274009163291872,0.013,47,"X2110"
"Palma",0.273955214977694,0.047,68,"X866"
"Palma",0.273411864507908,0.015,50,"X1980"
"Palma",0.273003592751572,0.031,61,"X996"
"Palma",0.272841492696047,0.046,72,"X874"
"Palma",0.272632333493005,0.044,70,"X2000"
"Palma",0.272449936873135,0.04,68,"X719"
"Palma",0.272216912214377,0.038,67,"X883"
"Palma",0.272063284530886,0.049,67,"X1876"
"Palma",0.271733264409293,0.038,63,"X710"
"Palma",0.271343936945135,0.029,58,"X1126"
"Palma",0.270372407250789,0.027,62,"X708"
"Palma",0.269612409422069,0.037,62,"X2008"
"Palma",0.269424088357067,0.014,43,"X1991"
"Palma",0.269256039430375,0.02,54,"X2232"
"Palma",0.268812412317004,0.031,62,"X877"
"Palma",0.268769623981629,0.013,49,"X1885"
"Palma",0.268748294487225,0.014,48,"X1897"
"Palma",0.268451855240539,0.043,63,"X1004"
"Palma",0.268314849786917,0.036,68,"X2028"
"Palma",0.267598754353465,0.005,42,"X1907"
"Palma",0.26729536632101,0.007,32,"X2439"
"Palma",0.267286858790843,0.048,61,"X2015"
"Palma",0.266819155438486,0.045,63,"X2031"
"Palma",0.265259571175327,0.016,45,"X850"
"Palma",0.264553095963445,0.024,51,"X1120"
"Palma",0.26347403977965,0.006,32,"X1115"
"Palma",0.263272626224218,0.025,60,"X995"
"Palma",0.263049000669767,0.033,57,"X1894"
"Palma",0.262915188942053,0.02,52,"X1904"
"Palma",0.262856936220773,0.043,69,"X884"
"Palma",0.262308707561437,0.011,45,"X1860"
"Palma",0.261598293664668,0.04,60,"X1020"
"Palma",0.261444378042396,0.003,33,"X2444"
"Palma",0.260772835781831,0.016,45,"X982"
"Palma",0.260263977827267,0.011,43,"X1981"
"Palma",0.260232541332258,0.013,43,"X2118"
"Palma",0.260104942333664,0.04,61,"X1872"
"Palma",0.259898479471973,0.023,51,"X1908"
"Palma",0.258920621563604,0.008,37,"X2081"
"Palma",0.258916208538324,0.041,62,"X1001"
"Palma",0.258711791595686,0.045,63,"X2030"
"Palma",0.257785254117613,0.036,58,"X1018"
"Palma",0.257671395046252,0.014,41,"X984"
"Palma",0.257515262992434,0.021,49,"X1989"
"Palma",0.255303196965162,0.05,58,"X1253"
"Palma",0.255286527095011,0.008,37,"X1982"
"Palma",0.25514727674171,0.033,56,"X1892"
"Palma",0.255070466513749,0.007,42,"X988"
"Palma",0.254930006381923,0.018,46,"X1142"
"Palma",0.254564313213223,0.018,46,"X1979"
"Palma",0.25446490590869,0.03,50,"X861"
"Palma",0.253860264339276,0.033,48,"X2233"
"Palma",0.253745828775291,0.007,37,"X835"
"Palma",0.253592887476939,0.048,60,"X1015"
"Palma",0.253590911924427,0.045,58,"X1889"
"Palma",0.253140613069003,0.015,37,"X1112"
"Palma",0.252176873779592,0.026,49,"X1784"
"Palma",0.251252923303758,0.024,45,"X1780"
"Palma",0.250827324571322,0.05,57,"X1895"
"Palma",0.250401061659667,0.018,43,"X860"
"Palma",0.250217420062915,0.032,50,"X1858"
"Palma",0.25007332010955,0.019,41,"X1990"
"Palma",0.250040080600188,0.019,43,"X1988"
"Palma",0.248304119891673,0.045,57,"X707"
"Palma",0.246715516254697,0.03,48,"X1783"
"Palma",0.246543732860398,0.047,59,"X713"
"Palma",0.24653614460857,0.047,56,"X1917"
"Palma",0.246270696213403,0.043,53,"X1788"
"Palma",0.245685131204936,0.019,42,"X1660"
"Palma",0.245049316442386,0.038,57,"X1012"
"Palma",0.243562804019577,0.049,56,"X1884"
"Palma",0.242359457867879,0.033,45,"X1856"
"Palma",0.242349012544391,0.041,50,"X1137"
"Palma",0.242142754080005,0.013,36,"X859"
"Palma",0.242022688769525,0.009,35,"X855"
"Palma",0.241820640143663,0.017,40,"X1852"
"Palma",0.241012307037693,0.027,43,"X1786"
"Palma",0.240163703866207,0.031,52,"X1123"
"Palma",0.239338158650813,0.039,52,"X1006"
"Palma",0.238331399339552,0.018,43,"X2106"
"Palma",0.237607995954879,0.026,46,"X1782"
"Palma",0.23723331485017,0.036,47,"X1785"
"Palma",0.237044755181316,0.024,42,"X2438"
"Palma",0.236488701375458,0.036,44,"X1139"
"Palma",0.235555296964564,0.032,44,"X1866"
"Palma",0.233721358748317,0.043,48,"X1883"
"Palma",0.233057895995426,0.037,46,"X990"
"Palma",0.23244459793114,0.037,50,"X1124"
"Palma",0.232125878665535,0.01,32,"X983"
"Palma",0.231661454454826,0.038,46,"X1901"
"Palma",0.230511770117343,0.026,39,"X1863"
"Palma",0.228758819041866,0.022,39,"X962"
"Palma",0.227471652748703,0.018,37,"X980"
"Palma",0.226770637931993,0.024,40,"X1862"
"Palma",0.225701511451625,0.022,37,"X1927"
"Palma",0.224967133046582,0.007,25,"X1111"
"Palma",0.224962045187931,0.016,30,"X2568"
"Palma",0.223815288709686,0.042,46,"X1256"
"Palma",0.222582392699631,0.016,29,"X2447"
"Palma",0.222182610658963,0.048,45,"X851"
"Palma",0.221906530151977,0.023,37,"X2435"
"Palma",0.221714797754954,0.022,32,"X1114"
"Palma",0.221134102450729,0.025,36,"X1586"
"Palma",0.221056096388245,0.011,32,"X834"
"Palma",0.220690826380966,0.009,28,"X2821"
"Palma",0.220552278965462,0.032,46,"X1143"
"Palma",0.220411352888171,0.019,36,"X1655"
"Palma",0.217974154880877,0.038,43,"X1662"
"Palma",0.217930685933872,0.018,34,"X1269"
"Palma",0.216412492978137,0.007,25,"X2064"
"Palma",0.216283023733302,0.043,44,"X1145"
"Palma",0.215981028412959,0.021,30,"X986"
"Palma",0.214204923846819,0.041,41,"X1119"
"Palma",0.21411576788183,0.031,36,"X857"
"Palma",0.21284899493404,0.038,36,"X1118"
"Palma",0.21277802793482,0.023,31,"X832"
"Palma",0.212603894216236,0.013,31,"X1943"
"Palma",0.212350486324317,0.025,35,"X1109"
"Palma",0.211775657090908,0.042,40,"X1658"
"Palma",0.21167036018054,0.025,32,"X2956"
"Palma",0.211620731333415,0.023,33,"X970"
"Palma",0.211331703026839,0.049,42,"X1853"
"Palma",0.211143337181455,0.047,44,"X1759"
"Palma",0.210109777320842,0.034,39,"X849"
"Palma",0.209265174092528,0.04,40,"X1781"
"Palma",0.208751718391114,0.014,27,"X2198"
"Palma",0.208061470323307,0.038,40,"X1266"
"Palma",0.207268159958811,0.029,33,"X2572"
"Palma",0.206082373170872,0.029,37,"X838"
"Palma",0.205631778794209,0.049,41,"X858"
"Palma",0.205548959793092,0.045,39,"X1270"
"Palma",0.205182601605869,0.048,42,"X1262"
"Palma",0.204915042711593,0.016,25,"X2696"
"Palma",0.203369223975735,0.027,33,"X2575"
"Palma",0.201831477167407,0.039,38,"X852"
"Palma",0.201043473067368,0.024,29,"X1110"
"Palma",0.198330359621406,0.03,34,"X1113"
"Palma",0.197769810143549,0.048,39,"X1399"
"Palma",0.196914533443889,0.034,34,"X390"
"Palma",0.196451698491323,0.032,32,"X2700"
"Palma",0.195707803291213,0.042,34,"X2079"
"Palma",0.195050673528027,0.046,38,"X959"
"Palma",0.193783416630188,0.041,35,"X1531"
"Palma",0.193401528630141,0.046,41,"X1138"
"Palma",0.192224043460691,0.034,32,"X1530"
"Palma",0.19147514680022,0.047,36,"X981"
"Palma",0.190795650490055,0.028,30,"X2434"
"Palma",0.189417066546847,0.018,25,"X2826"
"Palma",0.187512119197827,0.032,33,"X2437"
"Palma",0.187009681519186,0.023,26,"X1947"
"Palma",0.186350022129048,0.026,28,"X1084"
"Palma",0.18607481948312,0.042,34,"X968"
"Palma",0.185580082625241,0.032,30,"X1117"
"Palma",0.185489775682963,0.014,25,"X1221"
"Palma",0.184868345337431,0.04,33,"X1656"
"Palma",0.184835586068435,0.031,29,"X13"
"Palma",0.184671791499236,0.043,32,"X1238"
"Palma",0.184008695511429,0.035,29,"X1095"
"Palma",0.183773407015108,0.016,22,"X1086"
"Palma",0.183602008163076,0.029,26,"X1936"
"Palma",0.183286880276106,0.036,29,"X1096"
"Palma",0.181517952649037,0.046,30,"X831"
"Palma",0.180274150316049,0.048,34,"X837"
"Palma",0.17839554599359,0.025,25,"X2443"
"Palma",0.175653481038846,0.041,30,"X1106"
"Palma",0.175648206299676,0.032,27,"X262"
"Palma",0.17438900235655,0.034,27,"X956"
"Palma",0.173396039270465,0.046,30,"X1116"
"Palma",0.172461617788087,0.025,22,"X9"
"Palma",0.172090545589696,0.026,24,"X2062"
"Palma",0.170587734203403,0.03,21,"X2951"
"Palma",0.169937689252505,0.045,29,"X833"
"Palma",0.165563037305834,0.037,20,"X2824"
"Palma",0.163396291829994,0.044,28,"X2440"
"Palma",0.162351534515407,0.04,25,"X2823"
"Palma",0.157264217114714,0.048,23,"X2567"
"Palma",0.154448247340706,0.028,18,"X8"
"Palma",0.145582420018806,0.033,17,"X2695"
"Palma",0.143585178617846,0.048,20,"X2952"
"Palma",0.142495212528757,0.05,22,"X137"
"Palma",0.137231736070947,0.038,17,"X2065"
